hospital_id;date;dow;month;day_of_week;season;temperature_c;heatwave_event;epidemic_level;strike_level;accident_event;total_admissions;emergency_admissions;pediatric_admissions;icu_admissions;available_beds;available_staff;medical_stock_level_pct;waiting_time_avg_min;naive_pred_total_admissions;scheduled_surgeries;avg_patient_severity;staff_absence_rate;bed_occupancy_rate;ambulance_arrivals;external_alert_level;supply_delivery_day;it_system_outage;estimated_cost_per_day;patient_satisfaction_score
STLOUIS;30/04/2012;0;4;Monday;spring;13.7;0;0;0;0;425;168;33;15;1300;449;79.8;49;415;35;2.4;0.07;0.3;97;0;0;0;60849;7.69
STLOUIS;01/05/2012;1;5;Tuesday;spring;15.8;0;0;0;0;398;162;30;16;1272;449;77.7;53;380;35;2.4;0.06;0.3;100;0;0;0;60273;7.08
STLOUIS;02/05/2012;2;5;Wednesday;spring;16.4;0;0;0;0;370;133;28;14;1327;445;75.7;43;432;38;2.3;0.08;0.3;83;0;0;0;57915;7.76
STLOUIS;03/05/2012;3;5;Thursday;spring;15.5;0;0;0;0;384;146;26;19;1293;423;81.8;39;350;37;2.6;0.07;0.3;95;0;1;0;58704;7.72
STLOUIS;04/05/2012;4;5;Friday;spring;17.6;0;0;0;0;352;134;29;15;1425;439;80.5;32;381;34;2.5;0.07;0.3;77;0;0;0;53918;7.79
STLOUIS;05/05/2012;5;5;Saturday;spring;19.4;0;0;0;0;321;126;22;13;1284;443;85.6;47;349;21;2.4;0.07;0.3;67;0;1;0;57473;7.5
STLOUIS;06/05/2012;6;5;Sunday;spring;16.8;0;0;0;0;339;142;29;14;1326;433;85.9;48;376;21;2.4;0.08;0.3;86;0;0;0;55412;7.75
STLOUIS;07/05/2012;0;5;Monday;spring;17.0;0;0;0;0;415;167;27;15;1336;426;84.2;46;362;33;2.4;0.07;0.3;118;0;0;0;60573;7.45
STLOUIS;08/05/2012;1;5;Tuesday;spring;14.3;0;0;0;0;404;165;27;16;1375;430;82.2;60;364;44;2.2;0.07;0.3;96;0;0;0;58078;7.37
STLOUIS;09/05/2012;2;5;Wednesday;spring;17.5;0;0;0;0;377;152;31;19;1254;446;82.1;54;383;34;2.4;0.05;0.3;82;0;0;0;59174;7.3
STLOUIS;10/05/2012;3;5;Thursday;spring;14.0;0;0;0;0;370;137;26;16;1377;450;79.8;35;367;38;2.3;0.07;0.3;77;0;0;0;59372;7.56
STLOUIS;11/05/2012;4;5;Friday;spring;18.1;0;0;0;0;363;149;32;13;1350;460;85.4;48;347;36;2.2;0.07;0.3;76;0;1;0;54351;7.29
STLOUIS;12/05/2012;5;5;Saturday;spring;19.3;0;0;0;0;316;119;24;12;1363;444;84.7;54;370;20;2.3;0.06;0.3;71;0;0;1;57100;7.34
STLOUIS;13/05/2012;6;5;Sunday;spring;14.5;0;0;0;0;340;134;27;12;1329;438;83.9;43;399;24;2.3;0.08;0.3;75;0;0;0;59149;7.71
STLOUIS;14/05/2012;0;5;Monday;spring;17.9;0;0;0;0;418;167;33;15;1295;437;89.2;47;365;45;2.3;0.07;0.3;111;0;1;0;59090;7.38
STLOUIS;15/05/2012;1;5;Tuesday;spring;22.6;0;0;0;0;404;155;31;18;1352;435;88.5;45;375;38;2.0;0.07;0.3;97;0;0;0;62106;7.35
STLOUIS;16/05/2012;2;5;Wednesday;spring;18.4;0;0;0;0;395;161;31;18;1390;449;89.5;55;369;41;2.4;0.07;0.3;102;0;0;0;61301;7.27
STLOUIS;17/05/2012;3;5;Thursday;spring;17.9;0;0;0;0;382;147;27;14;1258;449;88.7;41;351;33;2.2;0.08;0.3;95;0;0;0;57266;7.64
STLOUIS;18/05/2012;4;5;Friday;spring;15.0;0;0;0;0;358;134;31;12;1288;445;88.0;35;389;41;2.4;0.06;0.3;82;0;0;0;59318;7.73
STLOUIS;19/05/2012;5;5;Saturday;spring;12.1;0;0;0;0;319;129;26;14;1407;442;86.8;31;353;18;2.3;0.07;0.3;87;0;0;0;55173;7.49
STLOUIS;20/05/2012;6;5;Sunday;spring;17.0;0;0;0;0;334;136;27;14;1399;428;83.2;48;367;16;2.1;0.07;0.3;85;0;0;0;59479;7.71
STLOUIS;21/05/2012;0;5;Monday;spring;19.0;0;0;0;0;409;164;32;17;1378;447;82.9;49;403;38;2.1;0.07;0.3;92;0;0;0;59268;7.34
STLOUIS;22/05/2012;1;5;Tuesday;spring;17.1;0;0;0;0;391;156;32;16;1394;448;81.2;43;372;40;2.4;0.07;0.3;97;0;0;0;58456;7.66
STLOUIS;23/05/2012;2;5;Wednesday;spring;20.9;0;0;0;0;388;157;25;13;1262;415;85.8;43;346;44;2.4;0.08;0.3;84;0;1;0;55101;7.58
STLOUIS;24/05/2012;3;5;Thursday;spring;23.2;0;0;0;0;357;153;28;15;1428;445;86.0;42;372;34;2.3;0.08;0.3;90;0;0;0;56708;7.83
STLOUIS;25/05/2012;4;5;Friday;spring;18.9;0;0;0;0;356;138;26;12;1295;433;90.7;48;364;44;2.4;0.07;0.3;86;0;1;0;59802;7.52
STLOUIS;26/05/2012;5;5;Saturday;spring;17.4;0;0;0;0;327;133;25;14;1288;422;88.2;42;356;17;2.3;0.06;0.3;74;0;0;0;57530;7.63
STLOUIS;27/05/2012;6;5;Sunday;spring;21.7;0;0;0;0;329;132;30;17;1310;434;86.7;45;366;23;2.3;0.07;0.3;77;0;0;0;56931;7.56
STLOUIS;28/05/2012;0;5;Monday;spring;18.3;0;0;0;0;411;153;27;20;1265;420;86.0;45;354;36;2.4;0.07;0.3;90;0;0;0;62007;7.12
STLOUIS;29/05/2012;1;5;Tuesday;spring;16.4;0;0;0;0;394;157;30;16;1254;452;83.9;36;361;33;2.4;0.07;0.3;93;0;0;0;59357;7.82
STLOUIS;30/05/2012;2;5;Wednesday;spring;13.4;0;0;0;0;387;155;29;17;1491;452;82.0;40;359;40;2.5;0.09;0.3;87;0;0;1;60637;7.6
STLOUIS;31/05/2012;3;5;Thursday;spring;19.4;0;0;0;0;382;147;36;11;1366;445;79.7;46;350;39;2.5;0.08;0.3;101;0;0;0;58322;7.96
STLOUIS;01/06/2012;4;6;Friday;summer;24.1;0;0;0;0;352;120;28;12;1424;451;84.6;46;384;38;2.1;0.08;0.3;70;0;1;0;56768;7.57
STLOUIS;02/06/2012;5;6;Saturday;summer;24.1;0;0;0;1;424;171;35;16;1305;434;88.8;48;351;20;2.4;0.08;0.3;95;0;1;0;61830;7.49
