hospital_id;date;dow;month;day_of_week;season;temperature_c;heatwave_event;epidemic_level;strike_level;accident_event;total_admissions;emergency_admissions;pediatric_admissions;icu_admissions;available_beds;available_staff;medical_stock_level_pct;waiting_time_avg_min;naive_pred_total_admissions;scheduled_surgeries;avg_patient_severity;staff_absence_rate;bed_occupancy_rate;ambulance_arrivals;external_alert_level;supply_delivery_day;it_system_outage;estimated_cost_per_day;patient_satisfaction_score
BICHAT;12/01/2012;3;1;Thursday;winter;5.2;0;0;0;0;417;165;37;14;1302;370;75.9;54;425;36;2.2;0.08;0.3;101;0;1;0;58859;7.1
BICHAT;13/01/2012;4;1;Friday;winter;6.6;0;0;0;0;394;143;33;17;1200;370;73.7;50;405;42;2.3;0.06;0.3;80;0;0;0;57487;7.58
BICHAT;14/01/2012;5;1;Saturday;winter;0.1;0;0;0;0;362;130;26;12;1392;370;78.5;40;403;15;2.4;0.07;0.3;75;0;1;0;56631;7.49
BICHAT;15/01/2012;6;1;Sunday;winter;6.2;0;0;0;0;368;140;29;14;1294;383;83.9;43;427;25;2.2;0.06;0.3;81;0;1;0;55429;7.43
BICHAT;16/01/2012;0;1;Monday;winter;4.2;0;0;0;0;459;169;37;20;1325;384;89.4;55;425;29;2.3;0.07;0.3;99;0;1;0;59051;7.62
BICHAT;17/01/2012;1;1;Tuesday;winter;7.1;0;0;0;0;442;151;31;17;1249;381;94.3;44;381;40;2.4;0.06;0.301;83;0;1;0;57490;7.54
BICHAT;18/01/2012;2;1;Wednesday;winter;1.5;0;0;1;0;423;161;38;14;1200;370;95.0;46;412;26;2.3;0.09;0.3;102;0;1;0;57848;7.74
BICHAT;19/01/2012;3;1;Thursday;winter;-2.5;0;0;1;0;412;172;33;14;1200;370;95.0;41;396;33;2.5;0.1;0.3;98;0;1;0;58715;7.93
BICHAT;20/01/2012;4;1;Friday;winter;4.9;0;0;1;0;393;152;31;14;1236;370;93.6;49;398;29;2.4;0.09;0.3;87;0;0;0;61616;7.37
BICHAT;21/01/2012;5;1;Saturday;winter;0.6;0;0;0;0;365;141;29;13;1228;370;95.0;53;396;17;2.3;0.08;0.3;103;0;1;0;56988;7.28
BICHAT;22/01/2012;6;1;Sunday;winter;4.7;0;0;0;0;387;148;34;16;1254;370;94.6;42;376;15;2.0;0.07;0.3;90;0;0;0;57238;7.76
BICHAT;23/01/2012;0;1;Monday;winter;8.1;0;0;0;0;459;181;34;17;1284;384;93.2;54;402;43;2.5;0.07;0.304;104;0;0;0;59332;7.19
BICHAT;24/01/2012;1;1;Tuesday;winter;3.3;0;0;0;0;444;171;30;20;1225;370;90.0;50;397;32;2.3;0.06;0.308;105;0;0;0;59775;7.67
BICHAT;25/01/2012;2;1;Wednesday;winter;-0.4;0;0;0;0;432;171;36;18;1253;371;94.8;48;437;34;2.2;0.07;0.3;89;0;1;0;61317;7.5
BICHAT;26/01/2012;3;1;Thursday;winter;1.2;0;0;0;0;418;149;29;16;1289;370;93.2;55;416;36;2.3;0.08;0.3;83;0;0;0;57805;7.76
BICHAT;27/01/2012;4;1;Friday;winter;2.1;0;0;0;0;402;167;33;13;1242;370;90.3;58;400;35;2.2;0.08;0.3;102;0;0;0;60817;7.14
BICHAT;28/01/2012;5;1;Saturday;winter;2.4;0;0;0;0;358;143;26;16;1268;380;87.7;45;413;15;2.1;0.07;0.3;71;0;0;0;57741;7.96
BICHAT;29/01/2012;6;1;Sunday;winter;4.3;0;0;0;0;369;126;30;14;1310;370;86.9;43;381;15;2.2;0.07;0.3;88;0;0;0;55625;7.47
BICHAT;30/01/2012;0;1;Monday;winter;3.2;0;0;0;0;472;171;34;17;1249;379;91.7;53;419;33;2.1;0.07;0.321;100;0;1;0;64532;7.4
BICHAT;31/01/2012;1;1;Tuesday;winter;5.2;0;0;0;0;439;161;28;17;1227;379;90.8;43;408;43;2.5;0.07;0.304;91;0;0;0;58311;7.61
BICHAT;01/02/2012;2;2;Wednesday;winter;6.9;0;0;0;0;410;154;25;15;1243;375;89.7;53;400;32;2.2;0.07;0.3;87;0;0;0;59563;7.45
BICHAT;02/02/2012;3;2;Thursday;winter;9.2;0;0;0;0;398;154;39;13;1242;370;89.6;48;377;33;2.1;0.07;0.3;87;0;0;0;57902;7.3
BICHAT;03/02/2012;4;2;Friday;winter;4.7;0;0;0;0;386;158;29;16;1282;379;87.2;46;429;33;2.2;0.07;0.3;86;0;0;0;58171;7.15
BICHAT;04/02/2012;5;2;Saturday;winter;6.9;0;0;0;0;341;137;31;16;1277;378;86.5;48;430;18;2.1;0.07;0.3;80;0;0;0;57251;7.45
BICHAT;05/02/2012;6;2;Sunday;winter;6.6;0;0;0;0;354;129;26;12;1297;370;85.6;40;417;21;2.4;0.07;0.3;74;0;0;0;56563;7.42
BICHAT;06/02/2012;0;2;Monday;winter;2.9;0;0;0;0;444;168;36;20;1257;370;83.9;52;414;35;2.4;0.07;0.3;94;0;0;0;60961;7.45
BICHAT;07/02/2012;1;2;Tuesday;winter;3.3;0;0;0;0;442;175;40;17;1255;370;82.7;51;385;35;2.3;0.07;0.3;122;0;0;0;59348;7.17
BICHAT;08/02/2012;2;2;Wednesday;winter;7.4;0;0;0;0;408;151;35;20;1284;370;87.9;58;394;42;2.3;0.07;0.3;88;0;1;0;58724;7.23
BICHAT;09/02/2012;3;2;Thursday;winter;3.6;0;0;0;0;390;153;32;15;1293;374;92.6;48;417;39;2.4;0.08;0.3;100;0;1;0;57494;7.54
BICHAT;10/02/2012;4;2;Friday;winter;6.2;0;0;0;0;382;147;30;14;1297;370;90.4;46;420;34;2.2;0.08;0.3;78;0;0;0;59300;7.18
BICHAT;11/02/2012;5;2;Saturday;winter;6.2;0;0;0;0;350;154;25;14;1259;370;95.0;48;394;15;2.2;0.08;0.3;84;0;1;0;57920;7.25
BICHAT;12/02/2012;6;2;Sunday;winter;8.8;0;0;0;0;370;143;34;14;1292;372;92.8;48;365;22;2.5;0.05;0.3;81;0;0;0;57976;7.52
BICHAT;13/02/2012;0;2;Monday;winter;0.5;0;0;0;0;438;166;30;17;1321;372;95.0;49;373;37;2.6;0.08;0.3;91;0;1;0;59229;7.44
BICHAT;14/02/2012;1;2;Tuesday;winter;5.7;0;0;0;0;430;165;35;13;1234;379;94.2;51;398;41;2.4;0.08;0.3;110;0;0;0;58441;7.51
BICHAT;15/02/2012;2;2;Wednesday;winter;8.0;0;0;0;0;408;172;33;17;1253;370;91.2;58;408;40;2.3;0.07;0.3;93;0;0;0;62806;7.41
BICHAT;16/02/2012;3;2;Thursday;winter;4.1;0;0;0;0;389;136;32;16;1352;370;89.3;60;366;46;2.3;0.07;0.3;89;0;0;0;57442;7.3
BICHAT;17/02/2012;4;2;Friday;winter;2.5;0;0;0;0;370;149;29;17;1277;372;87.3;44;394;35;2.1;0.06;0.3;87;0;0;0;59464;7.76
BICHAT;18/02/2012;5;2;Saturday;winter;1.6;0;0;0;0;347;128;25;14;1275;370;87.3;40;391;15;2.2;0.06;0.3;72;0;0;0;54543;7.46
BICHAT;19/02/2012;6;2;Sunday;winter;3.9;0;0;0;0;362;137;31;17;1272;370;92.1;61;386;22;2.3;0.08;0.3;87;0;1;0;59559;7.04
BICHAT;20/02/2012;0;2;Monday;winter;5.1;0;0;0;0;446;159;40;15;1200;370;91.1;48;399;39;2.5;0.06;0.316;97;0;0;0;57972;7.66
BICHAT;21/02/2012;1;2;Tuesday;winter;4.5;0;0;0;0;428;158;31;16;1321;370;89.8;37;384;39;2.4;0.08;0.3;91;0;0;0;58167;7.81
BICHAT;22/02/2012;2;2;Wednesday;winter;7.3;0;0;0;0;414;147;32;13;1206;370;89.1;53;391;36;2.4;0.05;0.3;88;0;0;0;59689;7.68
BICHAT;23/02/2012;3;2;Thursday;winter;-0.5;0;0;0;0;396;152;31;14;1246;379;86.9;50;404;37;2.3;0.08;0.3;88;0;0;0;60186;7.49
BICHAT;24/02/2012;4;2;Friday;winter;6.9;0;0;0;0;376;135;30;13;1369;370;84.4;53;366;37;2.2;0.07;0.3;80;0;0;0;56785;7.12
BICHAT;25/02/2012;5;2;Saturday;winter;10.8;0;0;0;0;349;148;24;13;1242;370;82.5;46;424;18;2.5;0.07;0.3;79;0;0;0;55395;7.52
BICHAT;26/02/2012;6;2;Sunday;winter;5.0;0;0;0;0;360;128;29;12;1290;370;81.6;42;387;17;2.5;0.08;0.3;83;0;0;0;56245;7.67
BICHAT;27/02/2012;0;2;Monday;winter;9.9;0;0;0;0;454;195;42;16;1261;370;80.3;55;394;38;2.1;0.05;0.306;118;0;0;0;60217;7.33
BICHAT;28/02/2012;1;2;Tuesday;winter;5.4;0;0;0;0;428;158;33;17;1321;370;87.5;35;377;31;2.3;0.06;0.3;109;0;1;0;58479;7.51
BICHAT;29/02/2012;2;2;Wednesday;winter;5.6;0;0;0;0;409;155;41;15;1288;376;84.0;54;383;33;2.2;0.06;0.3;95;0;0;0;57344;7.71
BICHAT;01/03/2012;3;3;Thursday;spring;7.8;0;0;0;0;384;153;25;16;1200;370;89.5;47;383;38;2.4;0.07;0.3;93;0;1;0;59768;7.39
BICHAT;02/03/2012;4;3;Friday;spring;7.1;0;0;0;0;371;139;26;16;1326;380;88.3;34;371;43;2.2;0.07;0.3;77;0;0;0;59320;7.8
BICHAT;03/03/2012;5;3;Saturday;spring;9.4;0;0;0;0;344;133;24;12;1235;370;86.6;40;379;18;2.2;0.06;0.3;79;0;0;0;55848;7.46
BICHAT;04/03/2012;6;3;Sunday;spring;9.8;0;0;0;0;345;132;33;15;1270;370;84.0;61;381;19;2.4;0.08;0.3;83;0;0;0;58723;7.2
BICHAT;05/03/2012;0;3;Monday;spring;8.6;0;0;0;0;426;167;37;16;1240;370;90.1;59;386;33;2.5;0.06;0.3;110;0;1;0;60024;7.41
BICHAT;06/03/2012;1;3;Tuesday;spring;9.5;0;0;0;0;405;148;32;16;1337;370;87.7;50;412;34;2.3;0.06;0.3;103;0;0;0;59666;7.14
BICHAT;07/03/2012;2;3;Wednesday;spring;6.4;0;0;0;0;406;148;27;17;1200;370;85.7;51;393;36;2.2;0.06;0.3;89;0;0;0;58178;7.57
BICHAT;08/03/2012;3;3;Thursday;spring;10.8;0;0;0;0;378;151;30;19;1219;370;84.6;52;374;37;2.3;0.06;0.3;100;0;0;0;59996;7.35
BICHAT;09/03/2012;4;3;Friday;spring;12.4;0;0;0;0;376;149;28;16;1329;370;89.1;51;337;36;2.5;0.07;0.3;93;0;1;0;60147;7.61
BICHAT;10/03/2012;5;3;Saturday;spring;6.4;0;0;0;0;331;129;26;12;1259;370;94.6;41;398;16;2.4;0.07;0.3;74;0;1;0;55487;7.53
BICHAT;11/03/2012;6;3;Sunday;spring;9.3;0;0;0;0;346;140;26;13;1200;378;95.0;37;394;22;2.3;0.06;0.3;78;0;1;0;57953;7.35
BICHAT;12/03/2012;0;3;Monday;spring;9.6;0;0;0;0;427;162;29;13;1258;372;93.7;51;372;35;2.3;0.08;0.3;95;0;0;0;57054;7.73
BICHAT;13/03/2012;1;3;Tuesday;spring;7.9;0;0;0;0;403;146;35;19;1268;370;95.0;45;346;35;2.3;0.07;0.3;88;0;1;0;59307;7.79
BICHAT;14/03/2012;2;3;Wednesday;spring;8.2;0;0;0;0;397;143;28;16;1241;370;94.8;47;372;39;2.4;0.07;0.3;93;0;0;0;57874;7.59
BICHAT;15/03/2012;3;3;Thursday;spring;8.8;0;0;0;0;393;149;29;18;1336;372;95.0;47;384;35;2.3;0.07;0.3;81;0;1;0;56853;7.37
BICHAT;16/03/2012;4;3;Friday;spring;10.3;0;0;0;0;360;140;26;16;1216;370;95.0;49;381;25;2.3;0.06;0.3;83;0;0;0;60313;7.48
BICHAT;17/03/2012;5;3;Saturday;spring;15.0;0;0;0;0;341;122;24;14;1300;370;94.0;44;382;25;2.2;0.07;0.3;73;0;0;0;56136;7.63
BICHAT;18/03/2012;6;3;Sunday;spring;9.4;0;0;0;0;351;141;23;11;1258;370;92.8;35;361;22;2.2;0.08;0.3;90;0;0;0;55032;7.73
BICHAT;19/03/2012;0;3;Monday;spring;10.4;0;0;0;0;423;166;33;17;1362;374;90.0;49;380;33;2.5;0.07;0.3;107;0;0;0;60332;7.4
BICHAT;20/03/2012;1;3;Tuesday;spring;9.0;0;0;0;0;404;158;34;13;1273;370;95.0;55;372;39;2.2;0.07;0.3;92;0;1;0;57573;7.42
BICHAT;21/03/2012;2;3;Wednesday;spring;10.6;0;0;0;0;411;160;33;19;1258;384;94.3;54;385;38;2.3;0.06;0.3;97;0;0;0;61221;7.49
BICHAT;22/03/2012;3;3;Thursday;spring;11.2;0;0;0;0;375;137;30;15;1268;370;94.0;42;383;38;2.1;0.07;0.3;78;0;0;0;55099;7.55
BICHAT;23/03/2012;4;3;Friday;spring;8.1;0;0;0;0;366;136;29;16;1215;376;92.5;53;356;40;2.1;0.06;0.3;79;0;0;0;56939;7.79
BICHAT;24/03/2012;5;3;Saturday;spring;9.7;0;0;0;0;329;129;29;13;1217;370;90.3;38;354;18;2.3;0.07;0.3;74;0;0;0;54314;7.77
BICHAT;25/03/2012;6;3;Sunday;spring;8.6;0;0;0;0;356;128;24;14;1254;370;89.0;36;378;21;2.3;0.09;0.3;78;0;0;0;57832;7.68
BICHAT;26/03/2012;0;3;Monday;spring;5.9;0;0;0;0;431;177;33;19;1227;385;88.2;43;387;36;2.2;0.08;0.3;112;0;0;0;60907;7.93
BICHAT;27/03/2012;1;3;Tuesday;spring;7.9;0;0;0;0;407;156;35;15;1200;370;85.5;45;373;31;2.2;0.08;0.3;103;0;0;0;60441;7.81
BICHAT;28/03/2012;2;3;Wednesday;spring;8.3;0;0;0;0;398;141;32;15;1267;392;90.8;53;376;41;2.1;0.07;0.3;81;0;1;0;57309;7.29
BICHAT;29/03/2012;3;3;Thursday;spring;8.1;0;0;0;0;388;147;30;15;1200;370;87.6;46;358;38;2.5;0.08;0.3;88;0;0;0;59896;7.67
BICHAT;30/03/2012;4;3;Friday;spring;9.0;0;0;0;0;364;136;25;14;1208;370;86.4;41;384;37;2.3;0.07;0.3;79;0;0;0;56446;7.24
BICHAT;31/03/2012;5;3;Saturday;spring;9.1;0;0;0;0;346;152;25;14;1263;372;85.1;49;381;20;2.4;0.06;0.3;92;0;0;0;54995;7.46
BICHAT;01/04/2012;6;4;Sunday;spring;14.6;0;0;0;0;331;137;29;17;1242;370;83.4;49;369;23;2.5;0.06;0.3;79;0;0;0;56916;7.6
BICHAT;02/04/2012;0;4;Monday;spring;10.8;0;0;0;0;392;151;28;20;1401;381;89.4;51;386;43;2.3;0.07;0.3;87;0;1;0;57595;7.47
BICHAT;03/04/2012;1;4;Tuesday;spring;16.0;0;0;0;0;376;140;33;15;1227;378;87.6;46;359;34;2.4;0.07;0.3;83;0;0;0;58259;7.76
BICHAT;04/04/2012;2;4;Wednesday;spring;12.5;0;2;0;0;429;152;33;19;1329;370;92.6;61;381;42;2.7;0.1;0.3;90;1;1;0;61730;7.31
BICHAT;05/04/2012;3;4;Thursday;spring;11.3;0;2;0;0;421;163;38;18;1226;378;89.9;59;365;32;2.7;0.08;0.3;110;1;0;0;62166;7.25
BICHAT;06/04/2012;4;4;Friday;spring;14.1;0;2;0;0;421;172;32;20;1381;370;89.7;58;386;40;2.6;0.08;0.3;99;1;0;0;62646;7.08
BICHAT;07/04/2012;5;4;Saturday;spring;11.1;0;2;0;0;374;141;27;17;1252;370;92.9;49;379;20;2.5;0.1;0.3;75;1;1;0;55917;7.42
BICHAT;08/04/2012;6;4;Sunday;spring;11.1;0;2;0;0;383;140;27;18;1237;371;92.2;62;405;20;2.7;0.1;0.3;88;1;0;0;57783;7.21
BICHAT;09/04/2012;0;4;Monday;spring;11.5;0;2;0;0;481;186;38;26;1273;370;90.9;68;420;38;2.5;0.11;0.321;95;1;0;0;65321;6.78
BICHAT;10/04/2012;1;4;Tuesday;spring;7.5;0;2;0;0;457;176;40;26;1318;370;88.8;67;429;39;2.7;0.1;0.3;102;1;0;0;62788;7.25
BICHAT;11/04/2012;2;4;Wednesday;spring;9.1;0;2;0;0;446;174;32;22;1367;370;88.1;63;431;36;2.7;0.1;0.3;103;1;0;0;64177;6.85
BICHAT;12/04/2012;3;4;Thursday;spring;14.0;0;2;0;0;426;170;35;21;1249;370;93.5;71;426;34;2.7;0.09;0.3;103;1;1;0;61748;6.93
BICHAT;13/04/2012;4;4;Friday;spring;15.6;0;2;0;0;404;154;40;20;1355;370;92.2;64;408;33;2.5;0.09;0.3;100;1;0;0;57501;7.31
BICHAT;14/04/2012;5;4;Saturday;spring;16.4;0;0;0;0;313;122;22;13;1284;370;91.9;36;440;22;2.3;0.07;0.3;78;0;0;0;52838;7.75
BICHAT;15/04/2012;6;4;Sunday;spring;14.3;0;0;0;0;324;115;26;16;1358;381;89.6;50;412;17;2.3;0.09;0.3;72;0;0;0;56257;7.5
BICHAT;16/04/2012;0;4;Monday;spring;14.3;0;0;0;0;382;149;32;16;1200;370;95.0;47;408;36;2.1;0.09;0.3;101;0;1;0;57129;7.57
BICHAT;17/04/2012;1;4;Tuesday;spring;12.6;0;0;0;0;374;149;27;16;1271;370;94.2;47;396;39;2.1;0.08;0.3;81;0;0;0;58012;7.41
BICHAT;18/04/2012;2;4;Wednesday;spring;14.2;0;0;0;0;352;133;29;13;1232;370;92.2;47;391;32;2.6;0.07;0.3;77;0;0;0;57558;7.62
BICHAT;19/04/2012;3;4;Thursday;spring;13.8;0;0;0;0;358;144;28;16;1391;371;95.0;39;368;34;2.2;0.06;0.3;77;0;1;0;55974;7.78
BICHAT;20/04/2012;4;4;Friday;spring;17.1;0;0;0;0;347;126;26;15;1268;370;95.0;46;355;39;2.5;0.07;0.3;66;0;1;0;57300;7.59
BICHAT;21/04/2012;5;4;Saturday;spring;12.3;0;0;0;0;303;127;22;8;1255;370;95.0;47;356;19;2.4;0.07;0.3;71;0;1;0;51653;7.44
BICHAT;22/04/2012;6;4;Sunday;spring;15.7;0;0;0;0;317;126;28;14;1301;370;93.9;49;357;21;2.2;0.08;0.3;74;0;0;0;57266;7.4
BICHAT;23/04/2012;0;4;Monday;spring;10.1;0;0;0;0;392;158;30;13;1303;370;94.7;43;325;42;2.4;0.08;0.3;90;0;0;1;56606;7.38
BICHAT;24/04/2012;1;4;Tuesday;spring;10.2;0;0;0;0;383;152;24;12;1200;376;93.0;50;344;42;2.2;0.07;0.3;91;0;0;0;60724;7.29
BICHAT;25/04/2012;2;4;Wednesday;spring;13.3;0;0;0;0;370;143;37;14;1331;384;91.0;45;356;44;2.2;0.07;0.3;84;0;0;0;55735;7.92
BICHAT;26/04/2012;3;4;Thursday;spring;11.1;0;0;0;0;342;125;24;14;1305;370;90.8;43;334;38;2.2;0.07;0.3;73;0;0;0;57643;7.77
BICHAT;27/04/2012;4;4;Friday;spring;13.2;0;0;0;0;336;125;27;16;1245;380;88.7;47;336;39;2.2;0.07;0.3;88;0;0;0;55491;7.35
BICHAT;28/04/2012;5;4;Saturday;spring;12.9;0;0;0;0;314;122;22;12;1240;373;87.8;42;384;15;2.4;0.07;0.3;65;0;0;0;54193;7.75
BICHAT;29/04/2012;6;4;Sunday;spring;11.3;0;0;0;0;330;131;28;14;1280;370;92.3;53;340;15;2.4;0.08;0.3;93;0;1;0;55821;7.41
BICHAT;30/04/2012;0;4;Monday;spring;10.4;0;0;0;0;393;148;30;11;1266;370;90.0;46;359;37;2.4;0.06;0.3;83;0;0;0;57636;7.77
BICHAT;01/05/2012;1;5;Tuesday;spring;19.1;0;0;0;0;368;138;27;15;1332;370;87.5;33;338;40;2.4;0.08;0.3;84;0;0;0;56025;7.77
BICHAT;02/05/2012;2;5;Wednesday;spring;20.3;0;0;0;0;343;130;26;12;1214;370;94.1;48;346;45;2.2;0.07;0.3;80;0;1;0;54944;7.52
BICHAT;03/05/2012;3;5;Thursday;spring;18.1;0;0;0;0;337;125;24;14;1268;370;95.0;55;328;39;2.2;0.06;0.3;74;0;1;0;52909;7.43
BICHAT;04/05/2012;4;5;Friday;spring;13.9;0;0;0;0;329;125;22;14;1276;386;95.0;47;356;44;2.4;0.06;0.3;73;0;1;0;56486;7.37
BICHAT;05/05/2012;5;5;Saturday;spring;15.6;0;0;0;0;310;113;21;10;1306;370;94.3;47;331;17;2.5;0.06;0.3;64;0;0;0;54208;7.71
BICHAT;06/05/2012;6;5;Sunday;spring;15.7;0;0;0;0;308;118;24;12;1257;370;92.5;43;356;25;2.3;0.07;0.3;68;0;0;0;55396;7.55
BICHAT;07/05/2012;0;5;Monday;spring;15.7;0;0;0;0;372;148;23;14;1267;370;90.3;49;333;43;2.4;0.07;0.3;89;0;0;0;60352;6.97
BICHAT;08/05/2012;1;5;Tuesday;spring;10.7;0;0;0;0;365;133;26;15;1371;375;87.1;49;346;43;2.3;0.08;0.3;69;0;0;0;58049;7.71
BICHAT;09/05/2012;2;5;Wednesday;spring;15.9;0;0;0;0;364;138;28;16;1324;370;93.0;47;339;29;2.2;0.07;0.3;94;0;1;0;58764;7.77
BICHAT;10/05/2012;3;5;Thursday;spring;15.3;0;0;0;0;351;122;25;15;1304;370;90.8;55;318;36;2.4;0.07;0.3;71;0;0;0;54864;7.37
BICHAT;11/05/2012;4;5;Friday;spring;18.9;0;0;0;0;319;123;25;14;1243;370;88.8;44;355;41;2.4;0.07;0.3;69;0;0;0;54437;7.71
BICHAT;12/05/2012;5;5;Saturday;spring;15.9;0;0;0;0;293;118;24;12;1262;370;89.0;42;360;20;2.3;0.06;0.3;69;0;0;0;54325;7.74
BICHAT;13/05/2012;6;5;Sunday;spring;16.0;0;0;0;0;307;108;18;13;1238;370;87.5;54;321;27;2.2;0.08;0.3;56;0;0;0;53808;7.44
BICHAT;14/05/2012;0;5;Monday;spring;18.1;0;0;0;0;380;157;27;14;1260;370;91.5;57;313;36;2.4;0.05;0.3;88;0;1;0;56819;7.47
BICHAT;15/05/2012;1;5;Tuesday;spring;14.9;0;0;0;0;368;153;31;17;1309;370;88.6;41;330;41;2.4;0.08;0.3;99;0;0;0;58005;7.39
BICHAT;16/05/2012;2;5;Wednesday;spring;19.5;0;0;0;0;343;132;23;13;1247;374;88.0;42;357;36;2.4;0.07;0.3;75;0;0;0;55641;7.22
BICHAT;17/05/2012;3;5;Thursday;spring;19.3;0;0;0;0;346;144;26;12;1281;370;86.2;38;329;41;2.3;0.08;0.3;81;0;0;0;57607;7.55
BICHAT;18/05/2012;4;5;Friday;spring;18.6;0;0;0;0;318;119;27;11;1312;371;83.5;47;341;29;2.4;0.07;0.3;66;0;0;0;53306;7.4
BICHAT;19/05/2012;5;5;Saturday;spring;16.3;0;0;0;0;302;117;23;12;1262;370;87.7;46;346;21;2.3;0.06;0.3;63;0;1;0;52626;7.67
BICHAT;20/05/2012;6;5;Sunday;spring;14.9;0;0;0;0;316;118;23;11;1261;370;86.5;45;371;21;2.1;0.06;0.3;82;0;0;0;53828;7.44
BICHAT;21/05/2012;0;5;Monday;spring;16.7;0;0;0;0;390;155;27;18;1200;370;83.9;54;343;34;2.3;0.08;0.3;88;0;0;0;60719;7.41
BICHAT;22/05/2012;1;5;Tuesday;spring;16.8;0;0;0;0;372;140;27;16;1200;370;83.1;44;348;36;2.3;0.09;0.3;90;0;0;0;54694;7.39
BICHAT;23/05/2012;2;5;Wednesday;spring;18.3;0;0;0;0;342;134;27;12;1263;370;81.1;38;329;35;2.3;0.08;0.3;80;0;0;0;56959;7.08
BICHAT;24/05/2012;3;5;Thursday;spring;15.7;0;0;0;0;342;135;25;15;1320;370;85.2;35;324;34;2.2;0.08;0.3;65;0;1;0;57869;7.77
BICHAT;25/05/2012;4;5;Friday;spring;16.3;0;0;0;0;333;124;23;13;1228;370;84.6;43;370;38;2.3;0.07;0.3;78;0;0;0;54931;7.71
BICHAT;26/05/2012;5;5;Saturday;spring;20.0;0;0;0;0;292;126;24;10;1289;370;83.0;48;360;24;2.4;0.06;0.3;73;0;0;0;56945;7.57
BICHAT;27/05/2012;6;5;Sunday;spring;22.0;0;0;0;0;313;113;21;14;1269;370;79.5;43;332;19;2.5;0.06;0.3;58;0;0;0;52518;7.67
BICHAT;28/05/2012;0;5;Monday;spring;12.1;0;0;0;0;383;141;30;16;1209;370;78.0;47;358;37;2.2;0.06;0.3;88;0;0;0;57223;7.42
BICHAT;29/05/2012;1;5;Tuesday;spring;17.2;0;0;0;0;369;148;31;15;1240;375;75.7;54;354;35;2.3;0.07;0.3;91;0;0;0;56542;7.64
BICHAT;30/05/2012;2;5;Wednesday;spring;14.8;0;0;0;0;335;123;29;8;1201;386;82.1;36;343;32;2.3;0.08;0.3;71;0;1;0;58949;7.67
BICHAT;31/05/2012;3;5;Thursday;spring;20.2;0;0;0;0;337;125;28;15;1369;370;81.3;45;350;37;2.1;0.04;0.3;70;0;0;0;57201;7.47
BICHAT;01/06/2012;4;6;Friday;summer;20.7;0;0;0;0;311;124;23;12;1257;370;79.4;41;301;35;2.4;0.06;0.3;71;0;0;0;52322;7.72
BICHAT;02/06/2012;5;6;Saturday;summer;19.9;0;0;0;0;272;110;24;11;1260;370;77.3;40;345;22;2.4;0.06;0.3;68;0;0;0;52663;7.82
BICHAT;03/06/2012;6;6;Sunday;summer;21.7;0;0;0;0;306;123;25;14;1303;370;75.6;38;324;21;2.3;0.06;0.3;70;0;0;0;54573;7.66
