date;dow;month;day_of_week;season;temperature_c;heatwave_event;epidemic_level;strike_level;accident_event;total_admissions;emergency_admissions;pediatric_admissions;icu_admissions;available_beds;available_staff;medical_stock_level_pct;waiting_time_avg_min;naive_pred_total_admissions;scheduled_surgeries;avg_patient_severity;staff_absence_rate;bed_occupancy_rate;ambulance_arrivals;external_alert_level;supply_delivery_day;it_system_outage;estimated_cost_per_day;patient_satisfaction_score
06/02/2023;0;2;Monday;winter;5.5;0;0;0;0;466;189;40;21;1436;399;73.2;52;420;48;2.3;0.09;0.517;74;0;0;0;59557;7.59
07/02/2023;1;2;Tuesday;winter;7.8;0;0;0;0;453;175;38;19;1503;413;78.3;49;418;44;2.3;0.08;0.503;94;0;1;0;64683;7.61
08/02/2023;2;2;Wednesday;winter;2.8;0;0;0;0;450;165;36;23;1428;423;70.7;42;417;47;2.3;0.09;0.504;97;0;0;0;70282;7.94
09/02/2023;3;2;Thursday;winter;5.8;0;0;0;0;450;190;38;20;1512;431;70.4;47;427;40;2.3;0.08;0.488;97;0;0;0;60855;7.74
10/02/2023;4;2;Friday;winter;2.3;0;0;0;0;404;139;36;15;1424;430;74.4;34;425;47;2.3;0.08;0.45;85;0;1;0;58969;8.21
11/02/2023;5;2;Saturday;winter;12.6;0;0;0;0;333;135;25;14;1383;435;75.4;59;421;21;2.3;0.09;0.376;91;0;0;1;58379;7.33
12/02/2023;6;2;Sunday;winter;8.8;0;0;0;0;320;133;31;14;1508;396;64.6;54;415;19;2.3;0.09;0.358;86;0;0;0;52949;7.78
13/02/2023;0;2;Monday;winter;6.7;0;0;0;0;487;178;42;21;1444;460;70.6;57;411;48;2.3;0.06;0.574;76;0;0;0;62797;7.4
14/02/2023;1;2;Tuesday;winter;6.7;0;0;0;0;488;184;24;19;1381;409;74.6;63;414;44;2.3;0.08;0.62;78;0;1;0;60439;7.83
15/02/2023;2;2;Wednesday;winter;8.4;0;0;0;0;435;170;26;15;1431;428;72.9;34;419;47;2.3;0.1;0.451;85;0;0;0;59681;7.72
16/02/2023;3;2;Thursday;winter;9.5;0;1;0;0;495;227;43;18;1399;426;68.2;68;417;43;2.3;0.1;0.667;88;0;0;0;60007;7.29
17/02/2023;4;2;Friday;winter;8.5;0;2;1;0;492;249;29;27;1407;411;68.1;78;423;36;2.7;0.13;0.743;76;2;0;0;63393;7.23
18/02/2023;5;2;Saturday;winter;5.0;0;0;0;0;329;115;33;12;1410;418;70.8;44;436;23;2.3;0.09;0.374;91;0;0;0;51655;7.53
19/02/2023;6;2;Sunday;winter;7.2;0;0;0;0;360;148;25;12;1436;430;66.7;49;435;19;2.3;0.09;0.436;90;0;0;0;62364;7.55
20/02/2023;0;2;Monday;winter;8.9;0;0;0;0;443;140;47;22;1461;436;68.7;62;441;49;2.3;0.08;0.486;94;0;0;0;63458;7.22
21/02/2023;1;2;Tuesday;winter;4.9;0;0;0;0;441;164;35;18;1424;422;75.2;51;435;37;2.3;0.09;0.547;100;0;1;0;62260;7.71
22/02/2023;2;2;Wednesday;winter;6.1;0;0;0;0;415;165;28;13;1482;422;67.5;46;428;50;2.3;0.09;0.426;98;0;0;0;63333;7.44
23/02/2023;3;2;Thursday;winter;5.3;0;0;0;0;463;169;44;12;1462;414;71.0;56;425;41;2.3;0.08;0.541;84;0;0;0;58882;7.52
24/02/2023;4;2;Friday;winter;7.0;0;0;0;0;442;178;35;18;1482;414;84.5;59;420;48;2.3;0.07;0.51;96;0;1;0;61285;7.34
25/02/2023;5;2;Saturday;winter;0.9;0;0;0;0;340;133;31;12;1452;428;69.9;37;413;17;2.3;0.07;0.382;73;0;0;0;59852;7.72
26/02/2023;6;2;Sunday;winter;9.2;0;1;0;0;396;180;22;18;1399;430;70.1;53;415;20;2.3;0.09;0.525;97;0;0;0;61037;7.58
27/02/2023;0;2;Monday;winter;8.4;0;0;0;0;421;162;33;20;1447;404;68.1;31;420;37;2.3;0.08;0.503;96;0;0;0;60521;7.96
28/02/2023;1;2;Tuesday;winter;8.9;0;1;0;0;479;202;44;27;1446;421;81.7;84;417;42;2.3;0.09;0.625;106;0;1;0;66780;7.26
01/03/2023;2;3;Wednesday;spring;11.9;0;0;0;0;462;194;50;19;1500;430;67.4;62;422;45;2.3;0.06;0.522;91;0;0;0;62232;7.43
02/03/2023;3;3;Thursday;spring;12.4;0;0;0;0;421;156;34;19;1478;405;72.3;36;429;40;2.3;0.1;0.511;87;0;0;0;62751;8.02
03/03/2023;4;3;Friday;spring;5.1;0;0;0;0;383;154;39;17;1438;443;79.4;52;423;44;2.3;0.08;0.466;73;0;1;0;61475;7.67
04/03/2023;5;3;Saturday;spring;5.1;0;0;0;0;300;112;10;12;1422;432;76.8;32;415;23;2.3;0.1;0.357;98;0;0;0;51957;7.72
05/03/2023;6;3;Sunday;spring;11.8;0;0;0;1;388;155;26;13;1444;425;67.3;50;409;19;2.7;0.07;0.468;98;0;0;0;59136;7.54
06/03/2023;0;3;Monday;spring;14.7;0;0;1;0;456;168;37;16;1419;400;64.0;37;408;40;2.3;0.11;0.539;95;0;0;0;67886;7.9
07/03/2023;1;3;Tuesday;spring;12.2;0;0;0;0;432;157;36;19;1516;416;73.0;57;413;44;2.3;0.08;0.508;92;0;1;0;63737;7.54
08/03/2023;2;3;Wednesday;spring;12.1;0;0;0;0;427;162;30;14;1369;401;70.2;42;406;44;2.3;0.09;0.513;115;0;0;0;61792;7.87
09/03/2023;3;3;Thursday;spring;7.8;0;0;0;0;415;154;35;13;1582;435;77.0;49;401;44;2.3;0.08;0.405;97;0;0;0;68029;7.91
10/03/2023;4;3;Friday;spring;8.1;0;0;0;0;419;146;40;15;1488;433;82.5;39;400;45;2.3;0.07;0.542;96;0;1;0;54851;7.82
11/03/2023;5;3;Saturday;spring;10.9;0;0;0;0;377;144;27;14;1408;420;69.1;45;405;24;2.3;0.1;0.467;91;0;0;0;59852;7.61
12/03/2023;6;3;Sunday;spring;11.3;0;0;0;0;296;110;21;10;1489;431;75.8;42;416;23;2.3;0.08;0.367;76;0;0;0;54768;7.84
13/03/2023;0;3;Monday;spring;9.1;0;0;0;0;446;133;30;14;1451;448;74.5;36;403;45;2.3;0.05;0.515;74;0;0;0;65790;8.02
14/03/2023;1;3;Tuesday;spring;8.2;0;0;0;0;417;161;30;19;1494;417;71.3;53;402;47;2.3;0.09;0.476;59;0;0;0;64205;7.65
15/03/2023;2;3;Wednesday;spring;10.1;0;0;0;0;397;164;38;18;1441;424;74.6;54;400;44;2.3;0.06;0.425;72;0;0;0;60903;7.65
16/03/2023;3;3;Thursday;spring;12.7;0;0;0;0;415;177;27;19;1386;447;62.5;58;395;46;2.3;0.07;0.506;103;0;0;0;55423;7.75
17/03/2023;4;3;Friday;spring;11.6;0;0;0;0;443;187;31;19;1414;419;69.6;32;395;45;2.3;0.08;0.492;102;0;0;0;66287;7.89
18/03/2023;5;3;Saturday;spring;9.5;0;0;0;0;377;156;40;14;1460;416;80.8;41;399;25;2.3;0.08;0.457;110;0;0;0;55958;7.72
19/03/2023;6;3;Sunday;spring;11.4;0;0;0;0;303;118;25;14;1513;411;70.3;47;399;27;2.3;0.09;0.322;99;0;0;0;60865;7.85
20/03/2023;0;3;Monday;spring;12.4;0;0;0;0;443;170;34;16;1411;415;66.5;50;400;44;2.3;0.1;0.503;98;0;0;0;63962;7.86
21/03/2023;1;3;Tuesday;spring;8.5;0;0;0;0;415;166;32;22;1487;439;80.9;44;399;44;2.3;0.04;0.475;63;0;1;0;60636;7.66
22/03/2023;2;3;Wednesday;spring;14.6;0;0;0;0;405;163;32;17;1465;427;71.7;45;399;46;2.3;0.07;0.441;76;0;0;0;62104;7.85
23/03/2023;3;3;Thursday;spring;17.1;0;0;0;0;400;154;28;17;1450;416;68.6;26;400;40;2.3;0.08;0.496;70;0;0;0;63256;8.22
24/03/2023;4;3;Friday;spring;7.2;0;0;0;0;409;184;33;19;1489;411;79.0;41;398;49;2.3;0.1;0.469;84;0;1;0;56476;8.17
25/03/2023;5;3;Saturday;spring;15.6;0;0;0;0;340;146;33;13;1520;427;67.3;23;393;25;2.3;0.09;0.404;74;0;0;0;59984;8.02
26/03/2023;6;3;Sunday;spring;10.7;0;0;0;0;310;127;22;11;1431;432;65.6;47;388;22;2.3;0.1;0.365;107;0;0;0;59072;8.1
27/03/2023;0;3;Monday;spring;11.8;0;0;0;0;442;191;37;21;1483;412;71.2;41;389;37;2.3;0.08;0.447;87;0;0;0;61323;7.77
28/03/2023;1;3;Tuesday;spring;12.8;0;0;1;0;422;174;38;18;1510;414;71.8;53;389;40;2.3;0.08;0.491;110;0;0;0;59488;7.65
29/03/2023;2;3;Wednesday;spring;13.5;0;0;0;0;434;195;40;19;1502;420;68.6;52;390;49;2.3;0.08;0.453;106;0;0;0;58583;7.9
30/03/2023;3;3;Thursday;spring;13.1;0;0;0;0;438;161;24;18;1465;418;72.8;59;394;44;2.3;0.07;0.522;104;0;0;0;62223;7.46
31/03/2023;4;3;Friday;spring;12.4;0;0;0;0;398;172;31;14;1503;428;66.0;36;399;43;2.3;0.08;0.418;92;0;0;0;64754;7.89
01/04/2023;5;4;Saturday;spring;18.5;0;0;0;0;328;123;27;12;1446;421;70.5;31;398;21;2.3;0.09;0.347;112;0;0;0;53767;8.03
02/04/2023;6;4;Sunday;spring;16.1;0;0;0;0;315;126;30;11;1453;416;77.2;36;396;25;2.3;0.07;0.343;81;0;0;0;51398;7.83
03/04/2023;0;4;Monday;spring;16.6;0;0;0;0;401;153;32;17;1520;445;73.8;49;397;41;2.3;0.06;0.439;101;0;0;0;61528;7.83
04/04/2023;1;4;Tuesday;spring;7.8;0;0;0;0;415;146;31;17;1432;412;79.2;54;391;44;2.3;0.08;0.522;102;0;1;0;61627;7.83
05/04/2023;2;4;Wednesday;spring;15.2;0;0;0;0;470;194;34;25;1543;431;69.0;44;390;41;2.3;0.09;0.488;69;0;0;0;67661;7.27
06/04/2023;3;4;Thursday;spring;12.2;0;0;0;0;437;182;28;17;1435;430;71.2;47;395;43;2.3;0.08;0.499;89;0;0;0;63887;7.47
07/04/2023;4;4;Friday;spring;18.9;0;0;0;0;414;158;32;15;1516;429;83.6;51;395;41;2.3;0.08;0.467;84;0;1;0;61078;7.8
08/04/2023;5;4;Saturday;spring;18.1;0;0;0;0;360;129;26;14;1560;435;72.4;39;397;27;2.3;0.07;0.372;48;0;0;0;52789;7.65
09/04/2023;6;4;Sunday;spring;17.2;0;0;0;0;337;127;25;15;1492;431;70.7;51;402;21;2.3;0.08;0.378;106;0;0;0;56304;8.06
10/04/2023;0;4;Monday;spring;8.7;0;0;0;0;467;152;40;19;1418;421;73.5;50;405;36;2.3;0.08;0.532;108;0;0;0;66149;7.75
11/04/2023;1;4;Tuesday;spring;20.7;0;0;0;0;454;191;43;16;1457;420;80.8;48;414;41;2.3;0.1;0.486;78;0;1;0;63898;7.82
12/04/2023;2;4;Wednesday;spring;17.0;0;0;0;0;380;138;28;16;1465;436;67.8;52;420;42;2.3;0.07;0.41;83;0;0;0;56559;7.74
13/04/2023;3;4;Thursday;spring;11.9;0;0;0;0;394;160;36;17;1468;445;77.8;38;407;47;2.3;0.06;0.454;99;0;0;0;64136;7.76
14/04/2023;4;4;Friday;spring;18.4;0;0;0;0;382;156;32;19;1560;415;85.0;37;401;43;2.3;0.09;0.438;96;0;1;0;60635;8.08
15/04/2023;5;4;Saturday;spring;14.8;0;0;0;0;376;149;26;21;1445;442;73.0;50;396;25;2.3;0.08;0.406;81;0;0;0;58547;7.77
16/04/2023;6;4;Sunday;spring;21.4;0;2;0;0;420;181;30;22;1470;413;74.1;59;399;21;2.3;0.1;0.573;98;1;0;0;63477;7.6
17/04/2023;0;4;Monday;spring;13.6;0;0;0;0;409;133;36;17;1492;443;80.2;44;410;42;2.3;0.08;0.44;94;0;0;0;62494;7.91
18/04/2023;1;4;Tuesday;spring;16.3;0;0;0;0;440;162;40;19;1386;439;73.2;59;402;46;2.3;0.06;0.549;83;0;1;0;62370;7.34
19/04/2023;2;4;Wednesday;spring;16.0;0;0;0;0;402;137;35;18;1437;407;67.2;56;400;41;2.3;0.1;0.405;88;0;0;0;58839;7.64
20/04/2023;3;4;Thursday;spring;15.2;0;0;0;0;420;144;36;18;1479;421;73.7;42;403;49;2.3;0.07;0.413;60;0;0;0;59966;7.59
21/04/2023;4;4;Friday;spring;16.3;0;0;0;0;422;151;28;17;1466;417;79.4;46;407;47;2.3;0.09;0.477;72;0;1;0;58520;7.65
22/04/2023;5;4;Saturday;spring;20.7;0;0;0;0;322;147;29;13;1532;420;68.2;43;413;18;2.3;0.08;0.382;69;0;0;0;54684;7.68
23/04/2023;6;4;Sunday;spring;16.3;0;0;0;0;283;111;21;12;1495;431;72.0;52;405;27;2.3;0.07;0.3;74;0;0;0;57428;7.55
24/04/2023;0;4;Monday;spring;9.6;0;0;0;0;414;162;40;21;1510;426;68.5;62;385;47;2.3;0.08;0.436;77;0;0;0;57623;7.39
25/04/2023;1;4;Tuesday;spring;15.4;0;0;0;0;449;181;22;23;1430;439;78.5;50;386;41;2.3;0.07;0.452;86;0;1;0;57329;7.86
26/04/2023;2;4;Wednesday;spring;15.4;0;0;0;0;470;169;42;16;1455;416;63.6;52;387;41;2.3;0.07;0.505;81;0;0;0;66643;7.45
27/04/2023;3;4;Thursday;spring;11.8;0;0;0;0;439;147;30;20;1469;427;75.9;45;397;42;2.3;0.08;0.533;77;0;0;0;65388;7.67
28/04/2023;4;4;Friday;spring;11.3;0;0;0;0;437;161;40;18;1497;435;73.4;31;400;43;2.3;0.06;0.535;93;0;1;0;61747;7.75
29/04/2023;5;4;Saturday;spring;24.3;0;0;0;0;355;149;34;15;1442;416;73.4;32;402;22;2.3;0.09;0.425;76;0;0;0;60855;8.12
30/04/2023;6;4;Sunday;spring;19.6;0;0;0;0;343;128;31;13;1460;404;76.9;52;407;24;2.3;0.09;0.357;97;0;0;0;61397;7.78
01/05/2023;0;5;Monday;spring;18.6;0;0;0;0;406;166;33;13;1512;409;65.8;47;415;46;2.3;0.11;0.445;90;0;0;0;58325;7.64
02/05/2023;1;5;Tuesday;spring;20.5;0;0;0;0;401;150;34;15;1510;415;74.8;39;414;40;2.3;0.09;0.458;89;0;1;0;59269;7.89
03/05/2023;2;5;Wednesday;spring;21.4;0;0;0;0;436;155;31;23;1456;435;73.5;46;407;43;2.3;0.06;0.505;107;0;0;0;61150;7.73
04/05/2023;3;5;Thursday;spring;14.0;0;0;0;0;422;172;36;21;1466;436;75.1;46;402;45;2.3;0.09;0.43;101;0;0;0;63090;7.47
05/05/2023;4;5;Friday;spring;23.8;0;0;0;0;425;162;37;21;1439;450;77.1;42;400;46;2.3;0.07;0.477;72;0;1;0;63651;7.79
06/05/2023;5;5;Saturday;spring;14.6;0;0;0;0;310;122;21;14;1486;432;75.6;44;398;24;2.3;0.07;0.39;70;0;0;0;56756;7.72
07/05/2023;6;5;Sunday;spring;13.8;0;0;0;0;362;138;31;17;1420;432;70.0;45;392;22;2.3;0.07;0.46;88;0;0;0;57136;7.52
08/05/2023;0;5;Monday;spring;20.9;0;0;0;0;454;177;37;15;1461;437;72.0;46;395;43;2.3;0.07;0.518;85;0;0;0;64832;7.8
09/05/2023;1;5;Tuesday;spring;19.2;0;0;0;0;434;157;34;18;1461;434;81.2;43;401;37;2.3;0.08;0.493;94;0;1;0;63888;8.03
10/05/2023;2;5;Wednesday;spring;22.5;0;0;0;0;411;159;29;20;1495;420;65.0;49;406;39;2.3;0.09;0.489;73;0;0;0;65045;7.78
11/05/2023;3;5;Thursday;spring;19.6;0;0;0;0;406;133;25;13;1530;429;64.2;54;403;44;2.3;0.08;0.414;94;0;0;0;61667;7.87
12/05/2023;4;5;Friday;spring;18.8;0;0;0;0;398;142;31;13;1523;418;76.9;38;400;42;2.3;0.1;0.428;89;0;1;0;57689;7.74
13/05/2023;5;5;Saturday;spring;20.5;0;0;0;0;304;122;23;11;1464;421;67.3;31;396;27;2.3;0.07;0.332;80;0;0;0;51425;7.93
14/05/2023;6;5;Sunday;spring;24.6;0;0;0;0;343;126;24;14;1472;436;71.6;51;396;22;2.3;0.06;0.448;76;0;0;0;58748;7.79
15/05/2023;0;5;Monday;spring;22.4;0;0;0;0;409;158;37;15;1561;433;73.2;41;393;47;2.3;0.06;0.446;100;0;0;0;61035;7.79
16/05/2023;1;5;Tuesday;spring;21.8;0;0;0;0;430;179;38;14;1403;440;70.2;79;386;49;2.3;0.06;0.506;84;0;1;1;66773;7.0
17/05/2023;2;5;Wednesday;spring;19.9;0;0;0;0;371;150;27;13;1531;415;74.1;32;386;43;2.3;0.07;0.362;86;0;0;0;59056;8.03
18/05/2023;3;5;Thursday;spring;19.5;0;0;0;0;383;158;35;14;1455;419;71.5;38;380;42;2.3;0.09;0.46;74;0;0;0;57249;7.9
19/05/2023;4;5;Friday;spring;18.9;0;0;0;0;423;163;43;19;1339;418;83.2;54;377;40;2.3;0.08;0.551;104;0;1;0;65553;7.6
20/05/2023;5;5;Saturday;spring;19.8;0;0;0;0;366;144;23;12;1511;406;70.6;50;380;27;2.3;0.1;0.444;98;0;0;0;59990;7.85
21/05/2023;6;5;Sunday;spring;17.7;0;0;0;0;341;140;37;12;1489;448;70.6;41;389;27;2.3;0.05;0.386;91;0;0;0;61163;8.09
22/05/2023;0;5;Monday;spring;22.0;0;0;0;0;442;167;43;18;1546;421;64.8;47;389;43;2.3;0.07;0.481;102;0;0;0;67167;7.64
23/05/2023;1;5;Tuesday;spring;15.7;0;0;0;0;447;163;41;19;1521;423;81.3;37;394;46;2.3;0.08;0.48;79;0;1;0;66199;7.98
24/05/2023;2;5;Wednesday;spring;21.7;0;0;0;0;414;144;34;11;1485;418;63.5;42;396;45;2.3;0.1;0.43;96;0;0;0;62864;7.95
25/05/2023;3;5;Thursday;spring;19.2;0;0;0;0;402;169;37;14;1498;428;65.5;41;402;48;2.3;0.06;0.443;86;0;0;0;60442;7.79
26/05/2023;4;5;Friday;spring;16.8;0;0;0;0;446;176;28;22;1400;425;74.8;38;405;49;2.3;0.09;0.523;93;0;1;0;61011;7.74
27/05/2023;5;5;Saturday;spring;23.2;0;0;0;0;360;149;25;14;1432;425;64.5;61;408;24;2.3;0.09;0.445;104;0;0;0;58547;7.5
28/05/2023;6;5;Sunday;spring;18.4;0;0;0;0;306;115;38;10;1451;419;74.8;38;407;30;2.3;0.07;0.395;83;0;0;0;56497;7.79
29/05/2023;0;5;Monday;spring;15.9;0;0;0;0;459;172;32;17;1499;435;68.9;47;402;39;2.3;0.09;0.485;79;0;0;0;61669;7.77
30/05/2023;1;5;Tuesday;spring;15.0;0;0;0;0;461;177;34;16;1468;430;76.5;49;405;44;2.3;0.09;0.496;103;0;1;0;61237;7.56
31/05/2023;2;5;Wednesday;spring;19.2;0;0;0;0;372;170;24;15;1443;415;69.3;38;407;43;2.3;0.1;0.443;74;0;0;0;60721;7.78
01/06/2023;3;6;Thursday;summer;20.5;0;0;0;0;421;158;27;17;1410;414;68.8;44;401;41;2.3;0.09;0.525;98;0;0;0;64659;7.62
02/06/2023;4;6;Friday;summer;17.6;0;2;0;0;458;220;25;26;1525;396;65.6;61;404;42;2.3;0.11;0.653;101;1;0;0;62735;7.62
03/06/2023;5;6;Saturday;summer;18.1;0;0;0;0;368;136;31;15;1493;443;72.8;34;405;23;2.3;0.08;0.373;98;0;0;0;58145;7.97
04/06/2023;6;6;Sunday;summer;13.4;0;0;0;0;311;130;31;11;1407;429;76.3;46;406;25;2.3;0.06;0.4;63;0;0;0;56929;7.85
05/06/2023;0;6;Monday;summer;21.8;0;0;0;0;431;183;32;14;1547;415;72.6;49;407;45;2.3;0.07;0.396;102;0;0;0;59733;7.83
06/06/2023;1;6;Tuesday;summer;22.7;0;0;0;0;428;152;36;22;1449;417;71.6;40;403;42;2.3;0.08;0.495;85;0;1;0;61764;7.89
07/06/2023;2;6;Wednesday;summer;19.6;0;0;0;0;390;164;34;17;1521;434;75.0;48;398;42;2.3;0.07;0.421;100;0;0;0;61224;8.06
08/06/2023;3;6;Thursday;summer;22.8;0;0;0;0;407;179;27;16;1409;424;69.0;43;401;40;2.3;0.09;0.495;74;0;0;0;61411;7.79
09/06/2023;4;6;Friday;summer;22.5;0;0;0;0;373;132;38;15;1431;413;83.3;44;399;43;2.3;0.09;0.389;82;0;1;0;60848;7.47
10/06/2023;5;6;Saturday;summer;25.6;0;0;0;0;318;117;25;13;1458;435;77.7;37;387;25;2.3;0.07;0.408;89;0;0;0;57204;7.99
11/06/2023;6;6;Sunday;summer;19.1;0;0;0;0;321;125;24;13;1495;426;77.4;60;380;24;2.3;0.1;0.396;52;0;0;0;56119;7.71
12/06/2023;0;6;Monday;summer;21.3;0;0;0;0;404;150;35;18;1464;425;75.3;51;381;45;2.3;0.1;0.492;86;0;0;0;62927;7.66
13/06/2023;1;6;Tuesday;summer;21.5;0;1;0;0;489;210;44;22;1489;433;72.7;53;377;45;2.3;0.09;0.61;98;0;1;0;62334;7.53
14/06/2023;2;6;Wednesday;summer;29.9;0;0;0;0;384;154;33;13;1458;428;78.5;47;386;45;2.3;0.1;0.407;100;0;0;0;63979;7.79
15/06/2023;3;6;Thursday;summer;20.3;0;0;0;0;351;139;23;15;1458;410;70.0;33;385;43;2.3;0.09;0.385;109;0;0;0;61978;8.0
16/06/2023;4;6;Friday;summer;20.5;0;0;0;0;385;163;28;17;1508;449;71.3;33;377;47;2.3;0.07;0.436;109;0;1;0;60218;7.79
