date;dow;month;day_of_week;season;temperature_c;heatwave_event;epidemic_level;strike_level;accident_event;total_admissions;emergency_admissions;pediatric_admissions;icu_admissions;available_beds;available_staff;medical_stock_level_pct;waiting_time_avg_min;naive_pred_total_admissions;scheduled_surgeries;avg_patient_severity;staff_absence_rate;bed_occupancy_rate;ambulance_arrivals;external_alert_level;supply_delivery_day;it_system_outage;estimated_cost_per_day;patient_satisfaction_score
28/02/2023;1;2;Tuesday;winter;13.2;0;0;0;0;424;151;33;13;1394;460;81.9;47;445;39;2.3;0.06;0.526;77;0;1;0;62931;7.75
01/03/2023;2;3;Wednesday;spring;10.0;0;3;0;0;520;281;33;42;1412;446;70.1;82;440;46;2.7;0.11;0.82;110;2;0;0;64891;7.12
02/03/2023;3;3;Thursday;spring;8.0;0;0;0;0;475;167;39;19;1400;460;72.1;39;438;46;2.3;0.07;0.54;114;0;0;0;67046;7.86
03/03/2023;4;3;Friday;spring;13.3;0;0;0;0;431;162;43;13;1368;460;66.1;44;443;41;2.3;0.09;0.498;78;0;0;0;59466;8.0
04/03/2023;5;3;Saturday;spring;12.5;0;0;0;0;351;134;35;16;1389;456;69.5;45;443;19;2.3;0.08;0.411;88;0;0;0;57257;7.77
05/03/2023;6;3;Sunday;spring;7.5;0;0;0;0;339;118;34;15;1456;456;71.3;47;447;24;2.3;0.09;0.343;86;0;0;0;59844;7.81
06/03/2023;0;3;Monday;spring;8.4;0;0;0;0;430;180;38;13;1240;460;69.3;40;430;45;2.3;0.09;0.575;88;0;0;0;65182;8.02
07/03/2023;1;3;Tuesday;spring;5.9;0;0;0;0;399;168;27;18;1353;453;71.7;60;424;44;2.3;0.07;0.5;85;0;1;0;60321;8.02
08/03/2023;2;3;Wednesday;spring;13.4;0;0;0;0;450;161;37;19;1509;453;72.2;51;421;43;2.3;0.08;0.454;65;0;0;0;64890;7.8
09/03/2023;3;3;Thursday;spring;16.8;0;0;0;0;470;192;15;20;1373;453;73.1;52;411;52;2.3;0.07;0.557;126;0;0;0;64594;7.5
10/03/2023;4;3;Friday;spring;10.1;0;0;0;0;457;187;35;23;1405;460;59.4;48;410;44;2.3;0.08;0.518;89;0;0;0;65185;7.86
11/03/2023;5;3;Saturday;spring;5.8;0;1;0;0;403;175;28;18;1395;458;69.9;41;414;27;2.3;0.08;0.555;90;0;0;0;59676;7.87
12/03/2023;6;3;Sunday;spring;15.1;0;2;0;0;422;179;44;25;1503;444;70.7;64;421;23;2.7;0.1;0.537;90;1;0;0;64579;7.6
13/03/2023;0;3;Monday;spring;11.8;0;2;0;0;523;242;43;33;1359;446;68.5;94;433;51;2.7;0.11;0.798;103;1;0;0;69720;7.06
14/03/2023;1;3;Tuesday;spring;9.1;0;0;0;0;415;162;36;15;1475;460;74.1;56;446;37;2.3;0.08;0.431;71;0;1;0;63216;7.59
15/03/2023;2;3;Wednesday;spring;17.7;0;0;1;0;443;149;33;18;1410;460;63.4;47;449;39;2.3;0.1;0.547;79;0;0;0;66092;7.51
16/03/2023;3;3;Thursday;spring;13.6;0;0;0;0;408;145;35;16;1429;453;63.5;32;448;45;2.3;0.09;0.468;87;0;0;0;54754;7.91
17/03/2023;4;3;Friday;spring;13.8;0;0;0;0;412;166;32;19;1417;460;77.8;43;439;44;2.3;0.08;0.471;100;0;1;0;56472;8.16
18/03/2023;5;3;Saturday;spring;7.4;0;0;0;0;342;140;30;12;1487;451;72.6;43;432;22;2.3;0.09;0.35;104;0;0;0;61566;7.92
19/03/2023;6;3;Sunday;spring;16.3;0;0;0;0;325;127;21;12;1449;460;72.0;42;424;23;2.3;0.08;0.378;82;0;0;0;61807;7.49
20/03/2023;0;3;Monday;spring;12.1;0;0;0;0;418;168;25;18;1432;460;74.5;39;410;42;2.3;0.07;0.548;96;0;0;0;63708;7.49
21/03/2023;1;3;Tuesday;spring;15.1;0;0;0;0;428;160;19;21;1496;456;76.3;44;395;43;2.3;0.07;0.444;92;0;1;0;63517;7.97
22/03/2023;2;3;Wednesday;spring;10.9;0;0;0;0;438;161;33;14;1395;443;65.1;57;397;44;2.3;0.09;0.512;97;0;0;0;59677;7.63
23/03/2023;3;3;Thursday;spring;11.7;0;0;0;0;403;144;27;18;1474;460;70.6;42;396;41;2.3;0.09;0.457;94;0;0;0;58346;7.38
24/03/2023;4;3;Friday;spring;12.0;0;0;0;0;404;158;39;17;1471;460;78.1;42;395;44;2.3;0.06;0.459;94;0;1;0;59359;7.87
25/03/2023;5;3;Saturday;spring;13.0;0;0;0;0;387;141;31;14;1524;460;77.8;47;394;25;2.3;0.06;0.43;107;0;0;0;59845;7.85
26/03/2023;6;3;Sunday;spring;9.2;0;0;0;0;336;117;24;13;1354;447;74.3;34;400;20;2.3;0.09;0.422;88;0;0;0;61853;7.83
27/03/2023;0;3;Monday;spring;13.7;0;0;0;0;427;166;32;16;1375;460;78.5;57;402;48;2.3;0.08;0.515;86;0;0;0;66593;7.75
28/03/2023;1;3;Tuesday;spring;12.7;0;0;0;0;466;192;24;26;1363;460;75.0;36;403;42;2.3;0.06;0.585;100;0;1;0;64126;7.85
29/03/2023;2;3;Wednesday;spring;8.9;0;0;0;0;421;148;38;21;1481;460;66.4;47;409;43;2.3;0.08;0.453;73;0;0;0;65351;7.69
30/03/2023;3;3;Thursday;spring;12.2;0;0;0;0;419;153;27;17;1391;447;70.6;44;406;45;2.3;0.08;0.451;86;0;0;0;57702;7.9
31/03/2023;4;3;Friday;spring;16.9;0;0;0;0;385;160;22;18;1423;460;89.5;55;409;43;2.3;0.05;0.45;107;0;1;0;60714;7.82
01/04/2023;5;4;Saturday;spring;17.6;0;0;0;0;279;97;17;10;1393;460;78.6;34;406;25;2.3;0.06;0.3;83;0;0;0;59533;7.95
02/04/2023;6;4;Sunday;spring;9.9;0;0;0;0;307;130;26;15;1391;457;70.3;45;390;25;2.3;0.09;0.465;89;0;0;0;53624;7.89
03/04/2023;0;4;Monday;spring;14.2;0;0;0;0;450;182;35;16;1388;448;64.0;56;386;45;2.3;0.08;0.507;100;0;0;0;62472;7.72
04/04/2023;1;4;Tuesday;spring;21.0;0;0;0;0;443;177;30;17;1408;443;81.8;54;390;45;2.3;0.08;0.548;70;0;1;0;61216;7.82
05/04/2023;2;4;Wednesday;spring;17.5;0;0;0;0;411;156;33;17;1398;436;69.6;41;386;41;2.3;0.1;0.453;58;0;0;0;55423;7.86
06/04/2023;3;4;Thursday;spring;17.5;0;0;0;0;397;146;31;13;1434;460;67.6;39;385;47;2.3;0.06;0.419;76;0;0;0;64012;7.98
07/04/2023;4;4;Friday;spring;20.8;0;0;0;0;452;183;29;17;1492;460;68.6;60;382;39;2.3;0.07;0.479;80;0;1;0;69500;7.16
08/04/2023;5;4;Saturday;spring;13.2;0;0;0;0;320;118;24;12;1425;447;74.1;38;391;21;2.3;0.1;0.367;80;0;0;0;55703;7.62
09/04/2023;6;4;Sunday;spring;18.2;0;0;0;0;342;122;25;11;1414;460;79.6;40;397;25;2.3;0.09;0.46;90;0;0;0;58602;7.63
10/04/2023;0;4;Monday;spring;14.3;0;1;0;0;422;173;30;21;1380;445;74.0;56;402;45;2.3;0.11;0.576;88;0;0;0;67189;7.7
11/04/2023;1;4;Tuesday;spring;14.1;0;0;0;0;407;150;37;13;1441;460;77.8;57;398;43;2.3;0.07;0.391;90;0;1;0;61537;7.18
12/04/2023;2;4;Wednesday;spring;15.2;0;0;0;0;414;156;32;19;1311;448;69.8;50;393;47;2.3;0.09;0.472;93;0;0;0;64381;8.05
13/04/2023;3;4;Thursday;spring;13.3;0;0;0;0;388;136;23;15;1409;457;66.7;38;393;50;2.3;0.07;0.456;71;0;0;0;62047;7.76
14/04/2023;4;4;Friday;spring;15.3;0;0;0;0;407;149;40;19;1419;443;68.6;58;392;46;2.3;0.09;0.431;86;0;1;0;58531;7.6
15/04/2023;5;4;Saturday;spring;15.3;0;0;0;0;306;116;21;15;1364;451;72.3;37;386;24;2.3;0.07;0.341;106;0;0;0;58183;7.96
16/04/2023;6;4;Sunday;spring;16.8;0;0;0;0;325;125;20;14;1517;460;67.8;31;384;18;2.3;0.07;0.309;81;0;0;0;56488;8.22
17/04/2023;0;4;Monday;spring;14.4;0;0;0;0;469;189;35;18;1578;449;68.9;34;381;44;2.3;0.07;0.454;110;0;0;0;63969;7.94
18/04/2023;1;4;Tuesday;spring;17.9;0;0;0;0;434;154;36;20;1379;450;74.8;47;388;43;2.3;0.07;0.526;84;0;1;0;64777;8.0
19/04/2023;2;4;Wednesday;spring;23.0;0;0;0;0;398;144;32;16;1380;460;80.1;48;392;41;2.3;0.06;0.464;94;0;0;0;57569;8.18
20/04/2023;3;4;Thursday;spring;18.7;0;0;0;0;395;148;37;15;1438;460;69.5;49;390;50;2.3;0.07;0.458;73;0;0;0;61195;7.76
21/04/2023;4;4;Friday;spring;18.3;0;0;0;0;414;176;31;15;1380;460;82.8;42;391;46;2.3;0.07;0.526;93;0;1;0;59479;7.73
22/04/2023;5;4;Saturday;spring;14.3;0;0;0;0;262;99;23;12;1343;450;70.1;21;392;27;2.3;0.1;0.327;85;0;0;0;56818;8.15
23/04/2023;6;4;Sunday;spring;22.1;0;0;0;0;323;105;30;12;1490;460;68.5;27;385;24;2.3;0.08;0.401;80;0;0;0;55224;8.0
24/04/2023;0;4;Monday;spring;19.5;0;0;0;0;436;158;37;18;1416;440;67.8;42;385;42;2.3;0.1;0.51;95;0;0;0;62953;7.63
25/04/2023;1;4;Tuesday;spring;15.3;0;0;0;0;445;175;33;20;1436;460;76.5;49;380;48;2.3;0.08;0.5;92;0;1;0;62878;7.66
26/04/2023;2;4;Wednesday;spring;15.1;0;1;2;0;455;187;34;21;1348;432;71.9;51;382;35;2.3;0.14;0.671;104;2;0;0;64320;7.81
27/04/2023;3;4;Thursday;spring;20.8;0;0;0;0;423;133;24;17;1410;423;73.1;52;390;50;2.3;0.11;0.528;71;0;0;0;58471;7.84
28/04/2023;4;4;Friday;spring;20.2;0;0;0;0;435;176;29;19;1435;439;74.2;53;394;43;2.3;0.09;0.506;109;0;1;0;60414;7.4
29/04/2023;5;4;Saturday;spring;14.2;0;0;0;0;355;128;31;16;1460;444;76.8;39;397;25;2.3;0.1;0.415;75;0;0;0;63511;7.86
30/04/2023;6;4;Sunday;spring;20.5;0;0;0;0;331;107;34;12;1425;441;78.3;27;410;29;2.3;0.11;0.327;88;0;0;0;60947;7.53
01/05/2023;0;5;Monday;spring;18.1;0;0;0;0;504;197;47;18;1319;456;62.3;69;411;43;2.3;0.08;0.64;98;0;0;0;63261;7.42
02/05/2023;1;5;Tuesday;spring;19.4;0;0;0;0;403;135;34;17;1466;460;76.7;44;421;40;2.3;0.07;0.44;91;0;1;0;60482;7.89
03/05/2023;2;5;Wednesday;spring;20.6;0;0;0;0;393;137;35;16;1450;460;68.3;55;415;45;2.3;0.08;0.497;84;0;0;0;62825;7.54
04/05/2023;3;5;Thursday;spring;19.7;0;0;0;0;390;151;25;15;1440;448;70.0;38;406;42;2.3;0.08;0.425;68;0;0;0;60291;7.95
05/05/2023;4;5;Friday;spring;16.7;0;0;0;0;459;179;37;17;1442;445;76.9;44;402;42;2.3;0.08;0.484;93;0;1;0;63047;7.76
06/05/2023;5;5;Saturday;spring;22.4;0;0;0;1;347;134;24;15;1465;459;73.9;31;405;21;2.7;0.08;0.441;100;0;0;0;58317;7.99
07/05/2023;6;5;Sunday;spring;19.7;0;0;0;0;399;145;40;17;1419;458;70.8;31;404;20;2.3;0.08;0.488;70;0;0;0;59574;8.08
08/05/2023;0;5;Monday;spring;20.3;0;0;0;0;422;168;35;15;1513;456;67.0;38;414;48;2.3;0.09;0.441;86;0;0;0;63757;7.88
09/05/2023;1;5;Tuesday;spring;29.4;0;0;0;0;398;178;28;16;1423;460;73.9;53;402;45;2.3;0.08;0.402;97;0;1;0;62510;7.42
10/05/2023;2;5;Wednesday;spring;18.1;0;0;0;0;432;164;41;18;1435;450;70.9;48;401;47;2.3;0.07;0.485;84;0;0;0;61748;7.74
11/05/2023;3;5;Thursday;spring;22.0;0;0;0;0;419;152;32;17;1384;445;69.6;54;407;41;2.3;0.09;0.507;101;0;0;0;64440;7.58
12/05/2023;4;5;Friday;spring;22.4;0;0;0;0;468;159;36;16;1459;460;78.9;42;411;38;2.3;0.06;0.573;94;0;1;0;65609;7.51
13/05/2023;5;5;Saturday;spring;16.4;0;0;0;0;342;131;31;11;1337;453;82.9;30;412;21;2.3;0.09;0.429;69;0;0;0;60176;7.89
14/05/2023;6;5;Sunday;spring;18.5;0;0;0;0;335;119;25;14;1424;460;69.0;34;411;18;2.3;0.07;0.38;75;0;0;0;54043;7.79
15/05/2023;0;5;Monday;spring;21.6;0;0;0;0;449;166;36;20;1310;460;70.2;62;402;39;2.3;0.08;0.553;80;0;0;0;65423;7.33
16/05/2023;1;5;Tuesday;spring;26.4;0;0;0;0;456;177;42;18;1474;456;78.1;61;406;43;2.3;0.06;0.556;127;0;1;0;67584;7.29
17/05/2023;2;5;Wednesday;spring;18.6;0;0;0;0;482;197;37;21;1422;460;69.0;37;414;43;2.3;0.06;0.587;87;0;0;0;67432;8.1
18/05/2023;3;5;Thursday;spring;20.2;0;0;0;0;454;157;42;20;1383;460;69.1;39;422;43;2.3;0.07;0.507;97;0;0;0;62933;7.61
19/05/2023;4;5;Friday;spring;18.2;0;0;0;0;423;152;35;21;1396;460;71.4;33;427;49;2.3;0.07;0.491;77;0;1;0;68928;8.0
20/05/2023;5;5;Saturday;spring;20.6;0;0;0;0;306;112;27;12;1417;460;72.1;29;420;27;2.3;0.07;0.352;95;0;0;0;52336;8.16
21/05/2023;6;5;Sunday;spring;20.2;0;0;0;0;329;123;27;12;1411;457;79.5;54;415;26;2.3;0.09;0.417;76;0;0;0;58543;7.78
22/05/2023;0;5;Monday;spring;23.8;0;0;0;0;475;187;40;17;1487;460;74.7;39;414;46;2.3;0.09;0.511;103;0;0;0;60421;8.02
23/05/2023;1;5;Tuesday;spring;22.3;0;0;0;0;403;150;32;19;1456;460;72.6;48;418;44;2.3;0.07;0.416;72;0;0;0;62904;7.63
24/05/2023;2;5;Wednesday;spring;21.2;0;0;0;0;427;165;36;18;1427;460;71.1;43;410;44;2.3;0.08;0.52;79;0;0;0;65045;7.79
25/05/2023;3;5;Thursday;spring;18.7;0;0;0;0;450;153;37;19;1489;447;68.9;43;402;43;2.3;0.07;0.467;109;0;0;0;63788;7.54
26/05/2023;4;5;Friday;spring;17.8;0;0;0;0;460;189;41;14;1486;460;69.9;47;402;44;2.3;0.07;0.507;96;0;1;0;61875;7.36
27/05/2023;5;5;Saturday;spring;23.9;0;0;0;0;334;140;30;12;1379;460;75.7;44;407;21;2.3;0.07;0.437;82;0;0;0;54275;7.9
28/05/2023;6;5;Sunday;spring;23.9;0;2;0;0;424;188;26;26;1355;452;72.9;72;411;26;2.7;0.11;0.604;73;1;0;0;58940;7.21
29/05/2023;0;5;Monday;spring;20.3;0;0;0;0;442;177;36;16;1430;455;70.0;41;425;43;2.3;0.08;0.517;75;0;0;0;62290;7.55
30/05/2023;1;5;Tuesday;spring;24.1;0;0;0;0;470;190;31;21;1354;460;76.0;56;420;46;2.3;0.07;0.609;77;0;1;0;64934;7.63
31/05/2023;2;5;Wednesday;spring;22.7;0;0;0;0;403;162;31;17;1384;457;72.8;46;430;41;2.3;0.08;0.503;84;0;0;0;56648;7.87
01/06/2023;3;6;Thursday;summer;22.6;0;0;0;0;381;128;26;15;1368;460;70.2;47;426;44;2.3;0.08;0.45;90;0;0;0;62308;7.67
02/06/2023;4;6;Friday;summer;20.9;0;0;0;0;422;161;41;16;1506;460;82.7;39;416;47;2.3;0.06;0.453;83;0;1;0;64577;7.95
03/06/2023;5;6;Saturday;summer;26.6;0;2;0;0;408;200;33;23;1460;445;69.0;75;411;19;2.3;0.11;0.558;102;1;0;0;57869;7.44
04/06/2023;6;6;Sunday;summer;25.3;0;0;0;0;319;122;27;12;1445;448;68.5;40;421;23;2.3;0.09;0.383;69;0;0;0;59512;8.08
05/06/2023;0;6;Monday;summer;16.6;0;0;0;0;397;160;37;16;1445;460;71.3;47;406;41;2.3;0.08;0.494;102;0;0;0;56196;7.51
06/06/2023;1;6;Tuesday;summer;22.4;0;0;0;0;405;172;38;13;1440;460;74.6;66;400;42;2.3;0.07;0.47;82;0;1;0;63047;7.71
07/06/2023;2;6;Wednesday;summer;22.6;0;0;0;0;457;183;49;14;1441;446;67.0;51;391;38;2.3;0.09;0.474;87;0;0;0;64000;7.58
08/06/2023;3;6;Thursday;summer;23.1;0;0;0;0;451;185;46;15;1482;460;73.9;48;398;46;2.3;0.08;0.515;81;0;0;0;64787;7.75
09/06/2023;4;6;Friday;summer;19.4;0;0;0;0;400;163;36;13;1351;459;71.9;35;408;44;2.3;0.08;0.501;92;0;1;0;63601;7.86
10/06/2023;5;6;Saturday;summer;19.4;0;0;0;0;350;140;35;15;1343;455;61.2;52;405;21;2.3;0.09;0.379;80;0;0;0;58735;7.74
11/06/2023;6;6;Sunday;summer;22.8;0;0;0;0;342;127;31;16;1436;455;70.7;31;397;22;2.3;0.08;0.389;89;0;0;0;60516;7.68
12/06/2023;0;6;Monday;summer;19.1;0;0;0;0;422;150;45;16;1442;460;72.5;58;400;46;2.3;0.06;0.49;79;0;0;0;65926;7.68
13/06/2023;1;6;Tuesday;summer;23.4;0;0;0;0;366;151;31;17;1362;446;76.8;62;404;45;2.3;0.1;0.464;91;0;1;0;63802;7.61
14/06/2023;2;6;Wednesday;summer;20.9;0;3;0;0;568;295;43;46;1352;436;62.7;117;398;49;2.7;0.12;0.82;112;2;0;0;76982;6.73
15/06/2023;3;6;Thursday;summer;23.2;0;0;0;0;402;151;38;13;1371;460;65.7;43;414;45;2.3;0.08;0.45;89;0;0;0;65369;8.02
16/06/2023;4;6;Friday;summer;24.3;0;0;0;0;377;128;29;19;1399;447;81.3;49;407;41;2.3;0.08;0.481;74;0;1;0;65331;8.06
