date;dow;month;day_of_week;season;temperature_c;heatwave_event;epidemic_level;strike_level;accident_event;total_admissions;emergency_admissions;pediatric_admissions;icu_admissions;available_beds;available_staff;medical_stock_level_pct;waiting_time_avg_min;naive_pred_total_admissions;scheduled_surgeries;avg_patient_severity;staff_absence_rate;bed_occupancy_rate;ambulance_arrivals;external_alert_level;supply_delivery_day;it_system_outage;estimated_cost_per_day;patient_satisfaction_score
12/01/2023;3;1;Thursday;winter;4.6;0;0;0;0;433;164;39;20;1592;435;71.5;35;424;36;2.3;0.1;0.407;92;0;0;0;57019;7.88
13/01/2023;4;1;Friday;winter;8.3;0;1;0;0;518;187;38;22;1453;438;67.3;77;416;47;2.3;0.1;0.633;105;0;0;0;64595;7.53
14/01/2023;5;1;Saturday;winter;8.7;0;0;0;0;379;149;32;16;1462;430;69.6;45;428;26;2.3;0.08;0.419;80;0;0;0;57141;7.97
15/01/2023;6;1;Sunday;winter;-0.9;0;0;0;0;346;138;30;13;1600;419;74.9;42;430;27;2.3;0.09;0.361;75;0;0;0;56912;8.06
16/01/2023;0;1;Monday;winter;2.1;0;1;0;0;457;189;28;27;1582;428;68.5;47;433;49;2.3;0.08;0.512;81;0;0;0;64827;8.05
17/01/2023;1;1;Tuesday;winter;5.3;0;2;0;0;466;225;36;31;1472;428;77.1;61;432;46;2.3;0.09;0.645;79;1;1;0;63059;7.07
18/01/2023;2;1;Wednesday;winter;10.5;0;0;0;0;436;165;37;17;1475;460;64.7;27;431;41;2.3;0.07;0.48;97;0;0;0;63839;7.99
19/01/2023;3;1;Thursday;winter;1.8;0;2;0;0;489;242;43;32;1466;413;73.0;75;434;42;2.7;0.13;0.709;72;1;0;0;65167;7.35
20/01/2023;4;1;Friday;winter;6.1;0;0;0;0;464;172;45;19;1473;453;78.3;59;442;43;2.3;0.07;0.534;74;0;1;0;62937;7.5
21/01/2023;5;1;Saturday;winter;0.7;0;0;0;0;313;108;22;13;1513;436;72.0;38;434;23;2.3;0.08;0.338;95;0;0;0;59634;7.88
22/01/2023;6;1;Sunday;winter;4.1;0;0;0;0;378;145;25;17;1540;413;74.9;57;424;22;2.3;0.09;0.381;82;0;0;0;60330;7.86
23/01/2023;0;1;Monday;winter;2.9;0;0;0;0;447;177;39;20;1456;460;71.4;36;429;41;2.3;0.08;0.479;99;0;0;0;64835;7.93
24/01/2023;1;1;Tuesday;winter;7.1;0;0;0;0;388;148;39;12;1600;433;82.1;24;428;46;2.3;0.08;0.42;92;0;1;0;66491;7.95
25/01/2023;2;1;Wednesday;winter;4.4;0;0;0;0;438;158;38;17;1477;436;65.8;46;416;37;2.3;0.08;0.513;73;0;0;0;64514;7.87
26/01/2023;3;1;Thursday;winter;5.2;0;0;0;0;412;139;37;13;1600;437;66.2;32;417;40;2.3;0.08;0.416;98;0;0;0;57240;7.85
27/01/2023;4;1;Friday;winter;7.9;0;0;0;0;362;131;39;20;1496;446;79.4;39;406;46;2.3;0.08;0.382;88;0;1;0;60644;7.98
28/01/2023;5;1;Saturday;winter;5.3;0;0;0;0;294;102;25;12;1509;403;76.0;32;391;24;2.3;0.1;0.362;74;0;0;0;51397;7.75
29/01/2023;6;1;Sunday;winter;5.6;0;0;0;0;354;122;22;13;1451;444;71.6;54;388;25;2.3;0.07;0.399;77;0;0;0;59799;7.83
30/01/2023;0;1;Monday;winter;1.7;0;2;0;0;529;280;28;31;1530;405;67.9;93;385;46;2.7;0.11;0.788;104;1;0;0;73407;7.13
31/01/2023;1;1;Tuesday;winter;5.9;0;0;0;0;443;183;44;15;1484;430;71.8;46;397;49;2.3;0.09;0.535;98;0;0;0;61609;7.78
01/02/2023;2;2;Wednesday;winter;4.9;0;0;1;0;426;157;36;14;1445;425;64.2;46;405;39;2.3;0.11;0.492;89;0;0;0;62851;7.86
02/02/2023;3;2;Thursday;winter;4.0;0;0;0;0;423;159;27;20;1524;408;76.2;46;403;46;2.3;0.1;0.424;87;0;0;0;58122;7.59
03/02/2023;4;2;Friday;winter;10.9;0;0;0;0;390;158;22;18;1413;460;77.4;51;404;42;2.3;0.07;0.436;105;0;1;0;60700;7.37
04/02/2023;5;2;Saturday;winter;6.5;0;0;0;0;339;132;40;14;1507;460;74.7;34;408;27;2.3;0.08;0.337;105;0;0;0;57215;7.8
05/02/2023;6;2;Sunday;winter;2.2;0;0;0;0;332;145;27;14;1472;458;76.9;51;415;25;2.3;0.07;0.355;104;0;0;0;58080;7.57
06/02/2023;0;2;Monday;winter;6.6;0;0;0;0;464;208;38;12;1505;432;76.3;54;412;48;2.3;0.07;0.502;63;0;0;0;61075;7.81
07/02/2023;1;2;Tuesday;winter;2.3;0;0;0;0;419;170;42;17;1402;454;73.1;37;402;45;2.3;0.07;0.492;75;0;1;0;60055;7.37
08/02/2023;2;2;Wednesday;winter;3.5;0;0;0;0;439;176;36;20;1535;450;74.0;27;399;42;2.3;0.06;0.451;116;0;0;0;64554;7.95
09/02/2023;3;2;Thursday;winter;7.1;0;0;0;0;424;167;34;17;1423;441;70.9;49;401;46;2.3;0.1;0.532;78;0;0;0;66198;7.95
10/02/2023;4;2;Friday;winter;13.1;0;0;0;0;418;154;31;18;1458;433;73.6;43;401;42;2.3;0.08;0.472;93;0;1;0;61766;7.86
11/02/2023;5;2;Saturday;winter;2.1;0;0;0;0;321;107;25;12;1473;434;79.2;39;405;22;2.3;0.1;0.363;79;0;0;0;57310;7.79
12/02/2023;6;2;Sunday;winter;7.9;0;0;0;0;335;119;31;13;1455;460;72.5;30;402;22;2.3;0.06;0.321;84;0;0;0;55257;7.79
13/02/2023;0;2;Monday;winter;5.8;0;0;0;0;483;199;33;11;1596;447;74.0;56;403;37;2.3;0.08;0.484;92;0;0;0;65473;7.66
14/02/2023;1;2;Tuesday;winter;11.9;0;0;0;0;499;202;28;16;1527;432;76.4;51;406;44;2.3;0.1;0.547;93;0;1;0;66432;7.63
15/02/2023;2;2;Wednesday;winter;9.6;0;0;0;0;427;162;24;10;1480;436;75.3;42;417;41;2.3;0.06;0.499;92;0;0;0;61934;7.76
16/02/2023;3;2;Thursday;winter;7.2;0;0;0;0;448;164;37;17;1522;439;72.1;42;415;41;2.3;0.07;0.487;81;0;0;0;57566;7.58
17/02/2023;4;2;Friday;winter;8.8;0;0;0;0;409;171;41;16;1540;436;64.2;46;419;44;2.3;0.08;0.472;78;0;0;0;61777;7.85
18/02/2023;5;2;Saturday;winter;6.6;0;0;0;0;407;160;54;14;1565;444;70.2;50;417;24;2.3;0.07;0.416;92;0;0;0;61828;7.85
19/02/2023;6;2;Sunday;winter;7.7;0;0;0;0;354;114;20;11;1491;460;70.9;47;430;22;2.3;0.08;0.347;97;0;0;0;63382;7.65
20/02/2023;0;2;Monday;winter;9.8;0;0;0;0;423;143;38;14;1479;445;65.0;51;432;45;2.3;0.08;0.46;91;0;0;0;59058;7.48
21/02/2023;1;2;Tuesday;winter;9.9;0;0;0;0;461;197;38;17;1499;453;75.7;56;424;42;2.3;0.08;0.515;112;0;1;0;63941;7.7
22/02/2023;2;2;Wednesday;winter;8.2;0;0;0;0;402;156;24;18;1462;446;66.9;44;418;46;2.3;0.08;0.449;75;0;0;0;59231;7.95
23/02/2023;3;2;Thursday;winter;14.6;0;0;0;0;440;153;33;18;1418;438;70.0;63;415;49;2.3;0.08;0.518;82;0;0;0;68061;7.6
24/02/2023;4;2;Friday;winter;9.6;0;0;0;0;428;155;38;15;1582;453;72.7;44;414;47;2.3;0.07;0.437;105;0;1;0;62836;7.8
25/02/2023;5;2;Saturday;winter;10.0;0;0;1;0;324;126;32;12;1466;452;72.5;48;416;16;2.3;0.1;0.385;97;0;0;0;59873;7.96
26/02/2023;6;2;Sunday;winter;10.8;0;0;0;0;360;153;31;12;1422;439;71.2;34;405;27;2.3;0.09;0.394;93;0;0;0;55391;7.48
27/02/2023;0;2;Monday;winter;9.7;0;0;0;0;471;193;33;19;1538;417;77.8;50;405;43;2.3;0.11;0.491;130;0;0;0;63763;7.61
28/02/2023;1;2;Tuesday;winter;7.0;0;1;0;0;468;211;32;23;1556;439;73.6;57;412;42;2.3;0.09;0.574;104;0;1;0;63191;7.85
01/03/2023;2;3;Wednesday;spring;3.9;0;0;0;0;354;119;28;16;1527;426;75.2;28;413;43;2.3;0.09;0.36;87;0;0;0;62322;8.05
02/03/2023;3;3;Thursday;spring;11.4;0;0;0;0;387;151;37;17;1572;444;70.5;53;406;45;2.3;0.08;0.336;88;0;0;0;60515;7.66
03/03/2023;4;3;Friday;spring;6.3;0;0;0;0;429;171;34;21;1467;438;81.0;49;399;43;2.3;0.1;0.478;91;0;1;0;61525;7.61
04/03/2023;5;3;Saturday;spring;5.1;0;0;2;0;345;132;23;16;1383;411;73.5;29;399;12;2.3;0.12;0.421;92;1;0;0;60857;8.25
05/03/2023;6;3;Sunday;spring;8.6;0;1;0;0;359;157;33;20;1570;434;77.2;58;402;23;2.3;0.1;0.449;73;0;0;0;62191;7.74
06/03/2023;0;3;Monday;spring;9.6;0;0;0;0;407;155;29;17;1562;460;71.0;39;402;49;2.3;0.07;0.417;77;0;0;0;62120;7.89
07/03/2023;1;3;Tuesday;spring;12.5;0;0;0;0;413;174;19;17;1519;457;78.4;38;393;44;2.3;0.09;0.546;85;0;1;0;60772;7.44
08/03/2023;2;3;Wednesday;spring;3.9;0;0;0;0;380;141;38;14;1520;437;73.3;31;385;41;2.3;0.07;0.436;74;0;0;0;60942;7.98
09/03/2023;3;3;Thursday;spring;9.5;0;0;0;0;401;172;31;14;1455;457;73.7;36;389;45;2.3;0.07;0.513;93;0;0;0;59117;7.9
10/03/2023;4;3;Friday;spring;13.2;0;0;0;0;416;155;28;17;1504;431;85.8;50;391;38;2.3;0.1;0.426;87;0;1;0;64297;7.46
11/03/2023;5;3;Saturday;spring;9.8;0;0;0;0;328;106;24;14;1534;452;71.4;37;389;24;2.3;0.08;0.308;79;0;0;0;53804;8.09
12/03/2023;6;3;Sunday;spring;6.2;0;0;0;0;334;131;34;11;1563;446;69.4;34;386;29;2.3;0.08;0.318;93;0;0;0;56244;7.8
13/03/2023;0;3;Monday;spring;13.4;0;0;0;0;417;145;37;19;1460;436;75.5;38;383;47;2.3;0.1;0.479;73;0;0;0;59820;7.99
14/03/2023;1;3;Tuesday;spring;17.1;0;0;0;0;411;156;39;13;1480;455;73.0;48;384;46;2.3;0.08;0.492;91;0;1;0;63105;7.72
15/03/2023;2;3;Wednesday;spring;11.7;0;0;0;0;382;128;28;16;1520;445;65.5;39;384;46;2.3;0.1;0.395;83;0;0;0;62860;7.98
16/03/2023;3;3;Thursday;spring;13.2;0;1;0;0;458;191;40;21;1461;437;62.6;46;384;44;2.3;0.1;0.572;92;0;0;0;64300;8.27
17/03/2023;4;3;Friday;spring;12.3;0;0;0;0;380;155;23;16;1498;412;78.1;43;392;47;2.3;0.09;0.451;135;0;1;0;61026;7.87
18/03/2023;5;3;Saturday;spring;11.9;0;0;0;0;307;123;25;13;1533;446;74.3;43;387;22;2.3;0.08;0.319;77;0;0;0;56983;7.9
19/03/2023;6;3;Sunday;spring;15.2;0;0;0;0;363;122;32;17;1528;433;71.5;45;384;25;2.3;0.08;0.364;77;0;0;0;57976;7.88
20/03/2023;0;3;Monday;spring;13.3;0;0;0;0;407;165;30;17;1531;435;69.1;46;388;44;2.3;0.09;0.46;87;0;0;0;54701;7.9
21/03/2023;1;3;Tuesday;spring;11.1;0;0;0;0;413;127;28;17;1469;419;80.8;38;387;41;2.3;0.08;0.469;88;0;1;0;62976;7.88
22/03/2023;2;3;Wednesday;spring;4.9;0;3;0;0;529;293;50;39;1496;430;69.8;86;387;39;2.3;0.13;0.82;87;2;0;0;68953;7.14
23/03/2023;3;3;Thursday;spring;18.0;0;0;0;0;379;133;27;13;1543;440;73.8;41;408;44;2.3;0.09;0.36;59;0;0;0;67180;7.93
24/03/2023;4;3;Friday;spring;9.4;0;0;0;0;390;169;34;18;1528;451;79.1;35;397;48;2.3;0.09;0.431;87;0;1;0;66697;7.97
25/03/2023;5;3;Saturday;spring;16.4;0;0;0;0;331;137;26;12;1521;460;71.0;32;398;27;2.3;0.06;0.407;94;0;0;0;57328;7.87
26/03/2023;6;3;Sunday;spring;13.3;0;0;0;0;272;100;23;10;1493;451;71.8;42;402;26;2.3;0.08;0.3;86;0;0;0;54236;7.6
27/03/2023;0;3;Monday;spring;17.6;0;0;0;0;382;148;28;16;1418;435;74.5;31;389;41;2.3;0.08;0.459;74;0;0;0;62794;7.88
28/03/2023;1;3;Tuesday;spring;15.2;0;0;0;0;381;137;28;15;1536;445;80.3;32;385;38;2.3;0.06;0.385;78;0;1;0;61453;8.12
29/03/2023;2;3;Wednesday;spring;16.0;0;1;0;0;442;200;41;24;1536;433;63.8;58;381;44;2.3;0.08;0.584;86;0;0;0;63148;7.71
30/03/2023;3;3;Thursday;spring;19.3;0;0;0;0;400;142;29;15;1575;421;69.7;31;368;39;2.3;0.09;0.406;99;0;0;0;58597;7.99
31/03/2023;4;3;Friday;spring;15.3;0;0;0;0;361;121;28;8;1511;458;79.5;46;371;50;2.3;0.06;0.418;106;0;1;0;57557;7.77
01/04/2023;5;4;Saturday;spring;11.8;0;0;0;0;306;119;23;13;1512;430;74.0;37;367;27;2.3;0.09;0.349;104;0;0;0;53842;8.08
02/04/2023;6;4;Sunday;spring;16.8;0;0;0;0;411;176;37;19;1407;426;69.9;42;363;23;2.3;0.1;0.42;94;0;0;0;62223;7.99
03/04/2023;0;4;Monday;spring;19.2;0;0;0;0;427;155;36;17;1553;445;73.4;49;383;40;2.3;0.08;0.554;80;0;0;0;67033;7.71
04/04/2023;1;4;Tuesday;spring;14.1;0;0;0;0;409;153;42;18;1501;448;75.1;56;390;44;2.3;0.08;0.454;79;0;1;0;66583;7.74
05/04/2023;2;4;Wednesday;spring;11.5;0;1;0;0;491;221;37;25;1600;438;67.4;67;394;42;2.3;0.09;0.527;99;0;0;0;68014;7.51
06/04/2023;3;4;Thursday;spring;14.9;0;0;0;0;456;178;42;21;1542;438;62.5;32;401;46;2.3;0.09;0.48;89;0;0;0;61301;7.69
07/04/2023;4;4;Friday;spring;14.3;0;0;0;0;408;159;26;16;1500;429;82.0;39;409;45;2.3;0.07;0.483;74;0;1;0;61686;7.59
08/04/2023;5;4;Saturday;spring;18.0;0;0;0;0;337;130;27;13;1552;443;74.4;44;415;26;2.3;0.07;0.312;68;0;0;0;57803;7.87
09/04/2023;6;4;Sunday;spring;16.7;0;0;0;0;345;118;22;12;1472;438;71.3;31;420;19;2.3;0.08;0.429;77;0;0;0;57687;8.13
10/04/2023;0;4;Monday;spring;17.1;0;0;0;0;498;192;40;16;1533;450;65.8;51;410;46;2.3;0.09;0.52;89;0;0;0;65172;7.9
11/04/2023;1;4;Tuesday;spring;19.2;0;0;0;0;377;134;45;17;1532;451;74.8;42;421;48;2.3;0.07;0.381;77;0;1;0;62749;7.92
12/04/2023;2;4;Wednesday;spring;13.8;0;0;0;0;412;160;42;17;1541;449;69.1;39;416;43;2.3;0.1;0.483;117;0;0;0;58076;7.75
13/04/2023;3;4;Thursday;spring;12.5;0;0;0;0;394;152;34;14;1490;457;73.8;34;405;41;2.3;0.08;0.454;102;0;0;0;60736;7.82
14/04/2023;4;4;Friday;spring;19.4;0;0;0;0;386;129;43;11;1528;446;78.5;44;396;45;2.3;0.08;0.38;101;0;1;0;60246;7.54
15/04/2023;5;4;Saturday;spring;19.6;0;0;0;0;355;143;23;14;1488;454;71.1;45;393;24;2.3;0.09;0.391;94;0;0;0;64614;7.52
16/04/2023;6;4;Sunday;spring;20.7;0;0;0;0;290;110;26;13;1489;460;74.5;30;395;19;2.3;0.08;0.372;54;0;0;0;57119;7.89
17/04/2023;0;4;Monday;spring;21.1;0;0;0;0;425;177;44;25;1580;443;73.5;40;387;50;2.3;0.07;0.452;89;0;0;0;62169;7.57
18/04/2023;1;4;Tuesday;spring;16.0;0;0;0;0;416;143;28;12;1564;442;81.3;37;377;43;2.3;0.07;0.43;84;0;1;0;65142;7.69
19/04/2023;2;4;Wednesday;spring;17.2;0;0;0;0;455;172;22;19;1525;444;75.3;41;383;42;2.3;0.08;0.472;86;0;0;0;66491;8.13
20/04/2023;3;4;Thursday;spring;18.3;0;0;0;0;325;125;25;11;1489;444;76.2;41;389;45;2.3;0.08;0.364;64;0;0;0;53596;7.69
21/04/2023;4;4;Friday;spring;19.5;0;0;0;0;385;138;41;18;1526;444;82.1;47;379;45;2.3;0.08;0.418;77;0;1;0;56381;7.58
22/04/2023;5;4;Saturday;spring;13.4;0;0;0;0;357;119;27;13;1485;460;72.9;32;379;25;2.3;0.05;0.435;83;0;0;0;57191;7.77
23/04/2023;6;4;Sunday;spring;22.9;0;0;0;0;333;141;31;11;1470;453;72.5;35;379;21;2.3;0.09;0.375;99;0;0;0;54513;7.96
24/04/2023;0;4;Monday;spring;16.2;0;0;0;0;387;152;26;17;1486;454;73.7;19;385;45;2.3;0.06;0.441;90;0;0;0;60710;8.06
25/04/2023;1;4;Tuesday;spring;17.3;0;0;0;0;461;176;32;18;1535;453;83.3;42;380;44;2.3;0.09;0.501;86;0;1;0;65056;7.7
26/04/2023;2;4;Wednesday;spring;18.6;0;0;0;0;421;139;33;18;1476;440;72.3;54;386;46;2.3;0.08;0.469;101;0;0;0;62174;7.63
27/04/2023;3;4;Thursday;spring;22.6;0;0;0;0;388;159;20;14;1448;438;75.1;37;381;42;2.3;0.08;0.389;94;0;0;0;57860;7.69
28/04/2023;4;4;Friday;spring;21.2;0;0;0;0;417;139;35;20;1482;447;81.0;45;390;44;2.3;0.08;0.46;70;0;1;0;55853;8.0
29/04/2023;5;4;Saturday;spring;21.7;0;0;0;0;263;87;22;12;1504;450;76.9;40;395;25;2.3;0.07;0.317;88;0;0;0;56132;7.69
30/04/2023;6;4;Sunday;spring;18.9;0;0;0;0;332;132;24;14;1485;449;70.8;41;381;22;2.3;0.08;0.379;78;0;0;0;56145;7.62
01/05/2023;0;5;Monday;spring;21.8;0;0;0;0;439;183;47;14;1476;426;73.5;54;381;46;2.3;0.08;0.446;105;0;0;0;64076;7.87
02/05/2023;1;5;Tuesday;spring;21.6;0;0;0;0;444;170;32;15;1493;435;72.4;51;389;42;2.3;0.08;0.486;93;0;1;0;64887;7.53
03/05/2023;2;5;Wednesday;spring;24.6;0;0;0;0;419;158;36;16;1557;440;73.1;45;386;47;2.3;0.07;0.467;90;0;0;0;60857;7.71
04/05/2023;3;5;Thursday;spring;17.0;0;0;0;0;396;141;19;18;1418;447;73.0;45;386;42;2.3;0.09;0.439;96;0;0;0;60788;7.83
05/05/2023;4;5;Friday;spring;12.0;0;0;0;0;374;155;26;17;1548;424;76.4;41;387;39;2.3;0.09;0.383;102;0;1;0;53674;8.04
06/05/2023;5;5;Saturday;spring;29.3;0;0;0;0;339;125;28;14;1523;460;74.9;41;381;25;2.3;0.07;0.35;86;0;0;0;58507;8.08
07/05/2023;6;5;Sunday;spring;19.7;0;0;0;0;353;141;29;10;1480;445;73.4;35;392;30;2.3;0.09;0.452;66;0;0;0;60644;7.47
08/05/2023;0;5;Monday;spring;20.2;0;0;0;0;413;190;16;15;1484;441;69.4;35;395;44;2.3;0.08;0.48;86;0;0;0;55634;8.16
09/05/2023;1;5;Tuesday;spring;23.9;0;0;0;0;450;160;32;16;1521;459;76.2;42;391;38;2.3;0.07;0.44;113;0;1;0;62686;7.64
10/05/2023;2;5;Wednesday;spring;22.3;0;0;0;0;426;171;46;19;1475;439;74.8;41;392;44;2.3;0.08;0.465;103;0;0;0;59335;7.62
11/05/2023;3;5;Thursday;spring;18.6;0;0;0;0;405;153;46;21;1512;446;65.5;34;393;42;2.3;0.08;0.436;94;0;0;0;61861;8.23
12/05/2023;4;5;Friday;spring;24.5;0;0;0;0;408;151;14;18;1547;445;78.9;41;394;43;2.3;0.08;0.426;88;0;1;0;60132;7.85
13/05/2023;5;5;Saturday;spring;19.0;0;0;0;0;321;115;29;14;1498;438;69.2;25;399;22;2.3;0.08;0.342;71;0;0;0;58938;8.28
14/05/2023;6;5;Sunday;spring;24.6;0;0;0;0;322;140;25;11;1389;418;71.4;37;397;24;2.3;0.09;0.393;90;0;0;0;56884;7.87
15/05/2023;0;5;Monday;spring;19.0;0;0;0;0;487;204;53;18;1480;438;70.2;53;392;41;2.3;0.06;0.572;110;0;0;0;60823;7.34
16/05/2023;1;5;Tuesday;spring;24.4;0;0;0;0;401;159;37;14;1533;425;72.1;40;403;43;2.3;0.08;0.41;97;0;0;0;56772;7.75
17/05/2023;2;5;Wednesday;spring;27.1;0;0;0;0;396;159;30;15;1551;441;68.5;42;396;47;2.3;0.08;0.402;101;0;0;0;60609;7.89
18/05/2023;3;5;Thursday;spring;20.9;0;0;0;0;402;159;35;15;1554;454;70.0;43;391;46;2.3;0.1;0.443;84;0;0;0;64405;7.81
19/05/2023;4;5;Friday;spring;15.8;0;0;0;0;360;132;30;14;1559;440;82.1;43;391;41;2.3;0.1;0.365;77;0;1;0;59966;7.86
20/05/2023;5;5;Saturday;spring;28.4;0;0;0;0;328;147;35;16;1472;426;69.3;39;384;17;2.3;0.09;0.344;90;0;0;0;58959;7.88
21/05/2023;6;5;Sunday;spring;18.0;0;0;0;0;343;119;29;18;1525;419;71.7;36;385;28;2.3;0.1;0.377;97;0;0;0;56066;7.85
22/05/2023;0;5;Monday;spring;25.0;0;0;0;0;456;172;27;17;1600;430;73.8;45;388;41;2.3;0.08;0.484;90;0;0;0;64457;7.54
23/05/2023;1;5;Tuesday;spring;26.1;0;0;0;0;407;162;23;16;1429;439;82.0;48;384;43;2.3;0.08;0.459;70;0;1;0;61198;7.82
24/05/2023;2;5;Wednesday;spring;19.8;0;0;0;0;400;141;31;12;1499;440;65.2;47;385;43;2.3;0.09;0.448;81;0;0;0;57865;8.0
25/05/2023;3;5;Thursday;spring;21.4;0;1;0;0;420;163;28;18;1439;433;68.6;50;385;49;2.3;0.13;0.577;90;0;0;0;69525;7.73
26/05/2023;4;5;Friday;spring;23.9;0;0;0;0;417;165;31;19;1540;440;69.1;25;388;38;2.3;0.09;0.442;84;0;1;0;64199;7.97
27/05/2023;5;5;Saturday;spring;22.5;0;0;0;0;317;110;23;13;1586;429;73.2;58;396;19;2.3;0.07;0.3;103;0;0;0;60107;7.53
28/05/2023;6;5;Sunday;spring;22.6;0;0;0;0;278;109;26;13;1547;445;74.9;35;394;23;2.3;0.07;0.3;84;0;0;0;52249;7.88
29/05/2023;0;5;Monday;spring;19.4;0;0;0;0;442;181;37;14;1545;438;70.1;58;385;47;2.3;0.1;0.435;93;0;0;0;61475;7.38
30/05/2023;1;5;Tuesday;spring;22.8;0;0;0;0;427;150;33;17;1489;437;73.3;72;383;48;2.3;0.08;0.446;99;0;1;1;61731;7.55
31/05/2023;2;5;Wednesday;spring;23.3;0;2;0;0;506;269;50;31;1535;417;68.6;71;386;46;2.3;0.11;0.711;110;1;0;0;67475;7.15
01/06/2023;3;6;Thursday;summer;17.5;0;0;0;0;372;141;27;19;1524;448;73.3;44;401;46;2.3;0.08;0.405;100;0;0;0;56103;7.78
02/06/2023;4;6;Friday;summer;22.2;0;0;0;0;352;121;18;14;1575;435;77.0;37;394;43;2.3;0.08;0.405;90;0;0;0;61110;7.83
03/06/2023;5;6;Saturday;summer;23.8;0;0;0;0;261;105;24;10;1498;451;78.2;41;385;28;2.3;0.09;0.319;88;0;0;0;58632;8.02
04/06/2023;6;6;Sunday;summer;20.0;0;0;1;0;280;92;26;11;1431;444;71.6;43;377;23;2.3;0.07;0.319;71;0;0;0;56581;7.8
05/06/2023;0;6;Monday;summer;20.2;0;0;0;0;425;148;41;17;1360;435;69.7;48;377;44;2.3;0.09;0.51;82;0;0;0;60333;7.75
06/06/2023;1;6;Tuesday;summer;25.7;0;0;0;0;408;168;34;12;1542;450;77.6;44;375;45;2.3;0.08;0.444;94;0;1;0;56401;7.54
07/06/2023;2;6;Wednesday;summer;19.7;0;0;0;0;322;120;26;12;1491;429;72.7;30;372;46;2.3;0.09;0.364;72;0;0;0;59610;7.82
08/06/2023;3;6;Thursday;summer;24.0;0;0;0;0;417;161;27;18;1374;460;67.3;58;346;45;2.3;0.07;0.511;105;0;0;0;64877;7.39
09/06/2023;4;6;Friday;summer;20.4;0;0;0;0;365;138;30;9;1426;460;79.1;46;352;43;2.3;0.07;0.446;66;0;1;0;58943;7.56
10/06/2023;5;6;Saturday;summer;20.3;0;0;0;0;283;114;29;10;1381;442;81.6;39;354;29;2.3;0.07;0.317;94;0;0;0;56271;7.75
11/06/2023;6;6;Sunday;summer;23.0;0;0;0;0;322;114;27;13;1428;439;73.3;35;357;26;2.3;0.08;0.314;86;0;0;1;59866;7.91
12/06/2023;0;6;Monday;summer;21.1;0;0;0;0;421;156;33;15;1524;437;64.4;57;363;47;2.3;0.1;0.521;83;0;0;0;61977;7.46
13/06/2023;1;6;Tuesday;summer;18.9;0;0;0;0;413;146;30;18;1436;438;74.4;42;363;39;2.3;0.07;0.477;71;0;0;0;58808;7.71
14/06/2023;2;6;Wednesday;summer;25.8;0;0;0;0;377;146;27;17;1499;440;72.2;50;363;40;2.3;0.08;0.373;83;0;0;0;56165;7.55
15/06/2023;3;6;Thursday;summer;28.2;0;0;0;0;384;144;27;14;1530;446;73.2;41;371;43;2.3;0.07;0.444;85;0;0;0;64446;7.8
16/06/2023;4;6;Friday;summer;23.6;0;0;0;0;375;144;29;16;1523;450;79.6;38;366;40;2.3;0.08;0.42;63;0;1;0;61672;7.8
